,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
67114,nuevo laredo,9 round red objects spotted over Laredo&#44 TX in 1971,,1/31/2004,8/17/1971 18:30,10 min.,600.0,27.477936,-99.549573,formation,tx
67115,quonsett pt. nas,&quot;Being&quot; spotted on Naval Air Station 1971,,7/16/2006,8/17/1971 22:15,1 minute,60.0,41.590102,-71.404222,other,ri
67116,dalton,I was about 12 years old when this event happened. I walked into my yard at about 11 o&#39clock when all of a sudden everything became ext,us,3/19/2009,8/17/1975 23:00,15 minutes,900.0,42.47361110000001,-73.16666670000001,circle,ma
67117,ridgecrest,To whom it may concern&#44,us,7/19/2010,8/17/1978 23:00,10-15min.,900.0,35.6225,-117.67,disk,ca
67118,painesville (township),ATTN:  This is for Peter Davenport                                                                                                    ,us,12/2/2000,8/17/1979 21:37,9:37 to 10:05 pm,1680.0,41.724444399999996,-81.2458333,triangle,oh
67355,big sur,I was at Nepethe Lodge in the Big Sur area with a friend of mine and we were having dinner.  I looked up at the sky and thought I was s,us,3/11/2003,8/18/1966 19:00,minute,120.0,36.2702778,-121.8063889,diamond,ca
67356,london (uk/england),A  disc shaped object that sped away at great speed after hovering over us for about 10 minutes,gb,6/12/2008,8/18/1970 15:00,15 minutes,900.0,51.514125,-0.093689,disk,
67357,aberdeen,There were three lights on the object .There was no sound from the craft.It was treetop high in its flight.,us,1/19/2005,8/18/1972 01:30,3 minutes,180.0,39.50944439999999,-76.16444440000001,triangle,md
67358,colwyn bay (town) (uk/wales),object  seen over wales england&#44in the 1970`s,gb,3/9/2004,8/18/1974 23:50,00:10,10.0,53.3,-3.75,circle,
67359,sycamore,I looked up and saw hovering directly over my head at about two story roof height three lights in a triangular pattern.,us,1/17/2004,8/18/1976 17:00,15 minutes,900.0,41.9888889,-88.6866667,triangle,il
67360,tarlac city (philippines),One big object the size of four hectars and two other objects the size of four passenger buses put side by side.,,7/16/2006,8/18/1976 22:00,22:00-22:10,600.0,15.475479,120.596349,other,
67361,black river falls,My girl friend and had been on a road trip to see my brother further up north. I turned off the interstate to take a short cut but I ma,us,3/2/2004,8/18/1977 19:30,45 minutes,2700.0,44.2947222,-90.8513889,light,wi
67362,harvey (marquette),We could see human forms in a window like windshield on this air craft that silently hovered&#33,us,1/17/2004,8/18/1978 20:00,3-5+min,300.0,46.4947222,-87.35416670000001,disk,mi
67614,duncan (canada),A group of people sighted an &quot;object&quot; that hovered for some 15 minutes&#44 it pulsated red to mauve.,ca,4/16/2005,8/19/1969 23:00,15 to 20 minutes,1200.0,48.783333,-123.7,cylinder,bc
67615,yellville,I think I saw and investigated a UFO water-stop.,us,4/16/2005,8/19/1973 19:00,3 to 5 min,300.0,36.226111100000004,-92.68472220000001,light,ar
67616,santa barbara,multiple ship sighting in Santa Barbara,us,1/17/2004,8/19/1975 01:00,15 minutes,900.0,34.4208333,-119.69722220000001,disk,ca
67617,portland,A disc shaped craft that appeared to be made of metal.,us,5/15/2013,8/19/1975 21:00,5 minutes,300.0,45.523611100000004,-122.675,disk,or
67618,clay city,Hovering sphere with flashing lights seen over a farm in Powell County&#44 Kentucky.,us,10/8/2007,8/19/1979 22:50,1 minute,60.0,37.8591667,-83.91861109999999,sphere,ky
67871,pittsburgh,A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed.,us,5/9/2003,8/20/1960 21:30,about 5min.,300.0,40.4405556,-79.9961111,sphere,pa
67872,camas,Prune Hill&#44 Camas&#44 Washington&#44 a rural area above the Columbia River and across the river from PDX--I was in bed in a daylight basement,us,5/10/2004,8/20/1963 02:30,10-15 minutes,900.0,45.5872222,-122.39833329999999,unknown,wa
67873,los angeles (san fernando valley),Commercial looking airline&#44 pin wheeling in place.,us,9/24/2003,8/20/1964 13:00,5 min.,300.0,34.0522222,-118.2427778,cross,ca
67874,st. petersburg,I saw very strange lites in the sky one night that seemed to hypnotise me for a half an hour.,us,4/13/2010,8/20/1964 22:45,45 minutes,2700.0,27.770555600000005,-82.67944440000001,unknown,fl
67875,charleston,Sphere of fire with multiple course changes of 15 degrees in ZERO TIME.  6 course changes&#44 30 seconds.,us,1/24/2014,8/20/1965 19:00,30 seconds,30.0,32.77638889999999,-79.9311111,sphere,sc
67876,new york city (brooklyn),I was 10 years old.My mother and I walked the dog to the Parade Ground&#44 an annex of Prospect Park&#44 Brooklyn&#44 NY. We let the dog off,us,10/28/2002,8/20/1965 20:30,2 long minutes,120.0,40.7141667,-74.0063889,cylinder,ny
67877,new york city (brooklyn),1965 Dark Grey Cylinder UFO Updated Statement,us,5/15/2006,8/20/1965 20:30,minutes,120.0,40.7141667,-74.0063889,cylinder,ny
67878,rutland,No longer a bright white&#44 but had turned to a radiant pulsating red hue.,us,7/26/2002,8/20/1965 22:00,5 minutes,300.0,42.3694444,-71.9486111,cigar,ma
67879,indianapolis,Red light in tree,us,4/16/2005,8/20/1966 01:00,25 min.,1500.0,39.7683333,-86.1580556,light,in
67880,edgartown,WHITE SPHERE STOPS OVER HOUSE,us,10/30/2006,8/20/1967 03:30,1-1/2 minutes,120.0,41.3888889,-70.51388890000001,sphere,ma
67881,huron,While traveling west on Ind st hwy 60&#44 my ex-wife and I saw a cigar shaped object houvering over the intersection of u.s. hwy 50 and In,us,11/2/1999,8/20/1967 18:30,5 minutes,300.0,38.7222222,-86.6705556,cigar,in
67882,azusa canyon (?),A light or object moving the stars out of an area to create a hole in the sky for possible vision from beyond?,,3/13/2012,8/20/1967 21:00,30-40 min.,2400.0,32.64881,-116.994491,unknown,ca
67883,norfolk naval operation base,While relieving and sailor at 3:30 am. We were looking at a full moon. We noticed this very bright star that appeared to be aout 6&quot; fro,,6/23/1999,8/20/1968 03:30,2 to 3 min,180.0,37.431573,-78.656894,circle,va
67884,elwood,9/20/67 Elwood N.J. cigar/disc 15seconds object moved slowly at tree line and was reported by paper next day,us,10/11/2005,8/20/1968 18:30,15 seconds,15.0,39.5763889,-74.71722220000001,cigar,nj
67885,spring city,Large fireball hovers above ground and then streaks into space at high speed.,us,2/14/2010,8/20/1970 01:00,approx 1 minute,60.0,35.6919444,-84.8608333,fireball,tn
67886,north ridgeville,A round &quot;orange&quot; ball&#44 was seen by me approximately 12&#39 over the top of my vehicle. It was void of any sound and brilliant in color.,us,8/30/1999,8/20/1971 21:30,12 - 15 seconds,15.0,41.389444399999995,-82.0191667,circle,oh
67887,milwaukie,An unseen&#44 low-flying object was emitting a beam of light on the ground coming towards us.,us,11/28/2007,8/20/1972 19:00,5:00,300.0,45.446388899999995,-122.63805559999999,light,or
67888,clark a.f.b (philippines),bright object  very high speed came to complete stop moved off in another directions very high rate of speed no sound,,9/6/2002,8/20/1972 19:30,10 sec,10.0,29.598975,-95.170642,sphere,
67889,poland,Cone shaped UFO with dents and lights heard and sighted low over an Ohio home in 1973,us,4/13/2010,8/20/1973 19:00,10 min,600.0,41.0241667,-80.615,triangle,oh
67890,king city,Three bright lime green luminous oval objects traveling at high rate of speed across night sky,us,12/9/2003,8/20/1974 22:00,7 to 10 sec&#39s,10.0,36.2127778,-121.125,oval,ca
67891,delta,Three spectacular sightings. Two diamond shaped formations (4 each) about 30 seconds or a minute apart. An hour later 8 discs flying si,us,8/10/1999,8/20/1974 23:45,10 seconds,10.0,39.3522222,-112.5763889,disk,ut
67892,jackson,3 triangular shaped objects&#44 with flashing red and green lights&#44 accelerated out of site within a few seconds.,us,7/16/2006,8/20/1975 02:00,3 min,180.0,39.77638889999999,-74.86277779999999,triangle,nj
67893,orange lake,a gray disk with a shinny rail  on which a wheel turned,us,3/2/2004,8/20/1975 07:00,30sec,30.0,29.4233333,-82.2169444,disk,fl
67894,brewster,Sometime during an August sunday afternoon&#44 I spotted an object at the intersection of Rt. 684 and I84 at  Brewster&#44 NY. This occurred,us,2/24/2001,8/20/1975 16:30,5 sec.,5.0,41.3972222,-73.6175,cylinder,ny
67895,joppa,we saw 6 or more small crafts orangey red doing maneuvers for approx.  30 min in maryland,us,8/12/2008,8/20/1975 22:00,30 min,1800.0,39.4336111,-76.3580556,circle,md
67896,los angeles (90 miles east of),A dark rectangular object appears over my car out on the road and telepathically tells me not to panic&#44 that I knew it was there.,us,7/4/2012,8/20/1976 01:00,3 minutes,180.0,34.0522222,-118.2427778,rectangle,ca
67897,kissimmee,Vi junto con mis abuelos y mi hermana&#44 un UFO muy grande&#44 claro y n&iacute;tido&#44 como a 100 metros de nosotros y a una altura de 30 metros apr,us,4/14/2009,8/20/1976 20:00,15 mins,900.0,28.2916667,-81.40777779999999,disk,fl
67898,la mesa,I saw a Yellow light in my room I thought it was Traffic light blinking Then I jump up and looked straight at it I remember everything,us,6/20/2005,8/20/1978 00:00,20min,1200.0,32.7677778,-117.0222222,disk,ca
67899,lake geneva,Close up of saucer over Lake Geneva&#44 Wi. in 1978,us,12/12/2009,8/20/1978 21:15,5 mins,300.0,42.591666700000005,-88.4333333,disk,wi
67900,dekalb,Firesball hovering over cornfeild&#44&#44looks like red/orande with molten dribble..goes back &amp; forth across field and then rises and novas,us,3/16/2001,8/20/1979 19:00,15 minutes,900.0,41.929444399999994,-88.75027779999999,fireball,il
67901,phoenix,Mother and two children recall ufo experience,us,5/15/2006,8/20/1979 21:00,5 minutes,300.0,33.4483333,-112.07333329999999,disk,az
68236,kelowna (canada),((HOAX??))  Reddish orange pulsating star.,ca,2/27/2014,8/21/1961 11:40,10-20 seconds,20.0,49.9,-119.483333,changing,bc
68237,holloman afb,Had my military career and life threatened by an officer while in the USAF,,4/18/2012,8/21/1974 11:00,1 hour,3600.0,32.8525,-106.106389,other,nm
68238,bastrop,Large rectangular object&#44 about 100 yards over the power lines.,us,12/16/1999,8/21/1978 19:00,10min,600.0,32.756111100000005,-91.87222220000001,rectangle,la
68239,monroe-bastrop,Rectangular bright craft on Hwy 139 From Monroe to Bastrop&#44LA.,,11/3/2005,8/21/1978 19:00,20-30 minutes,1800.0,32.746204,-91.978289,rectangle,la
68502,pittsburgh,Transluscent Orb (Orange/Yellow/White with a clear light in center) streaked above my house from West to East,us,8/4/2003,8/2/1965 01:42,20 seconds,20.0,40.4405556,-79.9961111,oval,pa
68503,kauai,fire ball from south to north direction about 10 to 15 miles away withthe craft coming directly at us then taking a right northerly tur,,8/30/1999,8/2/1971 20:00,10 seconds,10.0,21.966108,-159.573791,disk,hi
68504,ponca city,Four lights like a radio or TV tower sits sationary for awhile then moves horizontil&#44 lights remain at an equal distance apart&#44 like th,us,4/15/2000,8/2/1972 02:00,15 minutes,900.0,36.7069444,-97.0852778,light,ok
68505,tucson,A bright steadily flashing light traveled across the dark sky then turned its direction toward me and hovered about 25&#39 in front of me,us,4/16/2005,8/2/1972 23:00,5 minutes,300.0,32.2216667,-110.9258333,cylinder,az
68506,charles city co./henrico (between; on rt. 5),Large cigar shaped&#44 gray&#44 porthole in front (illuminated)&#44 two search lights on underside front of craft.,,3/19/2009,8/2/1973 21:30,5 min.,300.0,37.440438,-77.309467,cigar,va
68507,james island (charleston),In 1975 I lived on James Island&#44 S.C. I was about 8 or almost 9 months pregnant.  It ws almost dark and I headed home which was swampy,,10/20/2005,8/2/1975 17:00,2 to 3 hours,10800.0,32.753471999999995,-79.952845,disk,sc
68508,shelley,Stationary bright light over foothills stays still for 10 seconds and then flies out of sight in less than a second.,us,11/8/2003,8/2/1978 23:00,10 seconds,10.0,43.3813889,-112.1225,light,id
68720,charlottetown (canada),Speeding light from horizon stopping and turning 90 degrees at high speed and then hovering overhead.,ca,8/7/2007,8/22/1962 20:00,3 minutes,180.0,46.233333,-63.13333299999999,light,pe
68721,florence,Typical &quot;saucer shaped craft&quot; followed a valley leading to a major hydroelectric plant on the Tennessee River.,us,3/21/2003,8/22/1964 18:40,1 minute,60.0,34.7997222,-87.6772222,disk,al
68722,seatac,SAW UFO AT NIGHT TAKE OFF SO FAST THAT IT LOOKED LIKE IT KICKED IT INTO WARP DRIVE.,us,11/26/2003,8/22/1966 23:00,2minutes,120.0,47.453888899999995,-122.32055559999999,unknown,wa
68723,pittsburgh,i looked up at the stars as it was getting darker. as i did i noticed a small point of light moving high across the sky. as i watched i,us,3/21/2003,8/22/1967 20:00,5 minutes,300.0,40.4405556,-79.9961111,circle,pa
68724,sebastian,Blue cone shaped light appears from sky and flashes downward as it pursues a family in vehicle.,us,9/2/2005,8/22/1970 21:30,5 minutes,300.0,27.816111100000004,-80.4708333,unknown,fl
68725,sayreville,I saw three luminescent green lights dancing in the sky &#44 no deffinite shape &#44to high to see any craft ...,us,4/16/2005,8/22/1972 22:30,15:00minutes,900.0,40.459166700000004,-74.36138890000001,light,nj
68726,huntington beach,Incident on Pacific Coast Highway leads to time loss,us,12/23/2002,8/22/1977 00:00,3 - 4 minutes,240.0,33.660277799999996,-117.99833329999998,circle,ca
68727,langhorne (bermuda),Close  Encounters of the Bermudian Kind  500 Lights On Object0: Yes,us,8/12/2008,8/22/1978 20:00,2 hours plus,7200.0,40.1744444,-74.9230556,disk,pa
68728,bermuda,Incident was also documented in the Bermuda Royle Gazette newspaper 8-21-78 and 8-22-78.Me and my bride were on our Incident was docume,,2/18/2001,8/22/1978 22:00,1 hour,3600.0,32.3078,-64.7505,disk,
68729,lake wateree (on),On a midweek night in late August 1979&#44 I&#44 my oldest son Eric&#44 his friend who was home on leave from the Army and Mr. Lee Grant&#44 owner,,4/16/2005,8/22/1979 21:00,40 mins,2400.0,34.413312,-80.796249,light,sc
68954,broadalbin,I was 13 at the time and had a great interest in aviation&#44and still do with 32 yrs under my belt with USAirways.I was walking home and,us,1/17/2004,8/23/1963 22:00,10 min,600.0,43.0586111,-74.1969444,light,ny
68955,north windham,UNEXPLAINED LIGHTS THAT WENT UNDERWATER FASTER THAN THE SPEED OF LIGHT,us,2/18/2001,8/23/1974 02:30,45 min.,2700.0,43.834166700000004,-70.43888890000001,disk,me
68956,bridgeport (pond flowing out of remington arms compound),2 girls lose track of time while singing &quot;Octopus&#39s Garden&quot; and taking a short cut through the woods around a pond after seeing a UFO &#33,us,3/4/2008,8/23/1974 19:30,about 3 hours of lost tim,10800.0,41.1669444,-73.20527779999999,triangle,ct
68957,bluepoint,I was in my Chevolet van driving east on Montauk Hwy&#44 it was a humid night and the light was almost all gone&#44 just about the time you w,,12/3/2004,8/23/1978 19:00,5 minutes,300.0,40.743987,-73.034554,disk,ny
68958,leeds&#44 west yorks (uk/england),HBCCUFO CANADIAN REPORT:  My wife and I have seen two flying saucers.,,5/4/2004,8/23/1979 22:30,15 second s,15.0,53.800755,-1.549077,disk,
69178,toms river,Sphere hovered over neighbors house; possible entity sighting. 500 Lights On Object0: Yes,us,12/12/2009,8/24/1970 23:50,ten minutes,600.0,39.9536111,-74.1983333,sphere,nj
69422,belchertown,Sighting occurred when I was 9 years old ... I was lying in bed &#44 at night &#44 when suddenly &#44 a bright blue light lit up the room &#44 as i,us,7/5/2005,8/25/1963 22:00,app. 1 hour,3600.0,42.2769444,-72.40138890000001,unknown,ma
69423,elmira (canada),In the evening of August 25?/65&#44 I was eleven&#44 my brother&#44 thirteen&#44 and our next door neighbour also thirteen&#44 were assigned to take o,ca,3/6/2001,8/25/1965 22:00,15 minutes,900.0,46.433333000000005,-62.066667,disk,on
69424,princeton,Flying Saucer: August 1967-A Teen&#39s Observation,us,5/11/2005,8/25/1967 03:15,30 mins.,1800.0,46.9141667,-116.83305559999998,disk,id
69425,playa del rey,Oval light (the size of a five story building) sighted from shore had no reflection on water&#44 no sound and traveled at breakneck speeds,us,1/10/2009,8/25/1967 23:30,4-5 min.,300.0,33.9488889,-118.4447222,oval,ca
69426,coldwater,seen in 1972 and seen later too,us,8/24/2010,8/25/1972 08:30,6 min,360.0,33.586111100000004,-85.9183333,triangle,al
69427,cincinnati,Stationary &#44 diamond shaped object &#44 only visable thing in the sky between 4 and 5 pm,us,5/24/2005,8/25/1972 17:00,45 minutes,2700.0,39.161944399999996,-84.4569444,diamond,oh
69428,hallandale,We were performing at a large private condominium (5 in a musical group)gated complex on an evening.. just turning dusk.  My ex-husband,,11/2/2004,8/25/1973 21:30,10 minutes,600.0,25.981202,-80.148379,disk,fl
69429,colliers,There was a lighted object in the summer sky; I knew it couldn&#39t be ours.,us,12/23/2002,8/25/1974 21:00,3 minutes,180.0,40.366944399999994,-80.54138890000002,disk,wv
69430,jonesboro,Triangular craft w/ flashing lights in 1976,us,9/2/2005,8/25/1976 22:00,30 min.,1800.0,32.241111100000005,-92.7158333,triangle,la
69431,santa rosa,Large glowing orange oval observed while driving south from Windsor&#44 Ca. towards Santa Rosa on hwy 1. The object was moving slowly acro,us,4/15/2000,8/25/1978 19:30,20 sec.,20.0,38.4405556,-122.71333329999999,oval,ca
69432,cass city,It happened out in the middle of nowhere and it lasted only five minutes.,us,12/20/2000,8/25/1979 12:36,5minutes,300.0,43.6008333,-83.1747222,disk,mi
69433,north platte,Star gazing with a friend during meteror event we watch the stars.  The background of the sky was midnight blue.  Nearly 10:30 pm the b,us,9/2/2005,8/25/1979 22:00,12 seconds,12.0,41.1238889,-100.765,other,ne
69434,stone mountain,While traveling along a country road one night from Snellville to Stone Mountain&#44 we saw an aircraft slowly moving toward us.  My husba,us,6/23/1999,8/25/1979 22:00,20 minutes,1200.0,33.8080556,-84.1702778,triangle,ga
69705,brady,Object with colored lights seen in nite sky,us,5/9/2003,8/26/1970 09:30,1 1/2 hrs,37800.0,31.135,-99.3347222,circle,tx
69706,brady,Saucer shaped object seen between Brady and Cherokee Texas,us,5/9/2003,8/26/1970 23:00,1 1/2 hours,37800.0,31.135,-99.3347222,disk,tx
69908,enfield,The object would stop and move and then blink off and be somewhere else in the sky. And started moving again but at a slow pace&#33,us,4/16/2005,8/27/1969 21:00,10-15min,900.0,45.2488889,-68.5688889,oval,me
69909,st. petersburg,Nightmare of UFO attack preceds actual UFO sightings by 24 hours&#44 coincidence?,us,7/5/2005,8/27/1978 03:00,20 minutes,1200.0,27.770555600000005,-82.67944440000001,light,fl
70126,dickinson,There was no sound no air movement and it moved off very fast .,us,3/21/2003,8/28/1960 21:00,2 min,120.0,46.8791667,-102.7891667,circle,nd
70127,grovertown,did i see rockets flying over my house,us,12/23/2002,8/28/1966 00:00,10 sec,10.0,41.375,-86.5047222,cigar,in
70128,waukesha,8/00/1972  or 8/1973 Waukesha&#44 WI for 20 minutes&#44 a sun-like oval object cited April 25&#44 2014,us,5/2/2014,8/28/1972 01:15,15 minutes,900.0,43.0116667,-88.23138890000001,oval,wi
70129,bixby south,This is my U.F.O. Story This happen to me when I was sixteen years old. I&amp;#8217;m now 44. That was 28 years ago&#44 In the Summer of 1972&#44,,12/2/2000,8/28/1972 23:15,app 1 hour,3600.0,35.942043,-95.883323,circle,ok
70130,south lancaster (canada),I was at a corn roast at my cousin across the road from us. There would have been at 30 or mor people there between various relatives a,ca,9/17/2003,8/28/1973 20:00,1 hour approx.,3600.0,45.133333,-74.483333,disk,on
70131,ukiah,Seperating points of light,us,1/11/2002,8/28/1977 21:50,1 minute,60.0,39.1502778,-123.20666670000001,changing,ca
70132,chicago,Radioacive  Neon Bats ?,us,11/26/2003,8/28/1979 02:45,30  - 45 seconds,3045.0,41.85,-87.65,changing,il
70351,vernon (canada),Large&#44 white cigar shaped object stops above house.,ca,6/12/2008,8/29/1969 19:00,4 seconds,4.0,46.183333000000005,-62.88333299999999,cigar,bc
70352,rochester hills,UFO MICHIGAN,us,9/2/2005,8/29/1974 22:00,5 minutes,300.0,42.658333299999995,-83.15,disk,mi
70544,evendale,This UFO event occurred in August or Semptember of 1961.  I wish someone could shed some light on this matter.  A lot of time has passe,us,3/2/2004,8/30/1961 00:00,10 to 15 seconds,15.0,39.256111100000005,-84.4180556,unknown,oh
70545,rochester,Disc shaped object came down from clouds&#44 hovered for 15 seconds&#44 then slowly went back up into the clouds.,us,10/31/2003,8/30/1966 17:30,15 seconds,15.0,43.1547222,-77.61583329999999,disk,ny
70546,lansing,Two sets of lights blinking alternately.,us,6/12/2008,8/30/1967 21:00,5 mins,300.0,39.248611100000005,-94.9,unknown,ks
70547,anchorage,Large&#44 bright&#44 blue/white circular object appeared to do  extremely high speed &quot;fly-by&quot; of Earth.,us,1/17/2004,8/30/1972 01:30,2 to 4 seconds,4.0,61.2180556,-149.90027780000003,circle,ak
70548,white bird,It looked somewhat like UFO Pinball in the sky,us,8/5/2012,8/30/1975 22:00,15-20 minutes,1200.0,45.7616667,-116.2997222,light,id
70549,white bird,UFO Pinball?,us,12/3/2004,8/30/1975 22:00,15-20 minutes,1200.0,45.7616667,-116.2997222,light,id
70550,portland,Cigar shaped object over Porland Oregon 8/76,us,7/4/2012,8/30/1976 02:00,3-4 minutes,240.0,45.523611100000004,-122.675,cigar,or
70551,avon,Driving early AM in Avon Ct. I spotted an object fifty feet in the air as large as a house.,us,3/11/2006,8/30/1978 01:00,10 minutes,600.0,41.8097222,-72.83111109999999,rectangle,ct
70552,bristol (uk/england),&quot;like someone had hung christmas deccy&#39s in the sky&quot;,gb,9/4/2003,8/30/1978 22:00,3-4 mins,240.0,51.45,-2.583333,cigar,
70553,france (rural; northern ),I am reporting this on behalf of my father&#44 who was a 23 year old teacher at the time.Driving back through rural Northern France to,,9/30/2013,8/30/1979 02:00,5 minutes,300.0,46.227638,2.213749,other,
70788,boughton&#44 kent (uk/england),Silver cylinder hovering above ground in Kent&#44 Engalnd.,,3/21/2003,8/31/1974 13:00,5 minutes,300.0,51.293633,0.9575100000000001,cylinder,
71051,san clemente/san juan capistrano,Orange Fireball Lands In San Juan Capistrano August 1965,,10/30/2006,8/3/1965 21:00,1 minute or less,60.0,33.421192,-117.601923,fireball,ca
71052,calgary (calgary),Close observation of hovering saucer shaped craft about 75&#39 above the ground. 500 Lights On Object0: Yes,,1/10/2009,8/3/1967 17:00,5 min?,300.0,51.045325,-114.05810100000001,disk,ab
71053,bagsv&aelig;rd (denmark),I WAS CARVING&#44THEN SUDDENDLY MY LITTLE GIRL AND SON SAID THATS NOT AN AIRPLANE&#44 SO MY WIFE ASKED ME WHAT IT WAS..... THE CRAFT CAME STR,,10/30/2006,8/3/1967 21:15,4 min,240.0,38.907231,-77.036464,changing,dc
71054,san antonio,Huge glowing sphere emerging from night sky cloud in summer of1973&#44 in San Antonio&#44 Texas,us,8/28/2002,8/3/1973 21:45,30 to 40 minutes,2400.0,29.423888899999998,-98.4933333,sphere,tx
71055,irvington,Seven eliptical shaped crafts 6 miles from  Newark Airport Summer approx 1973,us,6/12/2008,8/3/1973 22:00,10 -15 min,900.0,40.7322222,-74.23527779999999,oval,nj
71056,schwetzingen (germany),A light traveling at a high rate of speed horizontally made a 90-degree turn straight up and disappeared.,de,8/5/2012,8/3/1973 22:30,60 seconds,60.0,49.378056,8.581944,unknown,
71057,coldwater,Observers a Cylinder shaft cross the road above us and in front of us and then depart the scene quickly after pacing the car we were in,us,2/16/2000,8/3/1978 22:00,10 minutes,600.0,41.9402778,-85.0005556,cylinder,mi
71289,boston,Red circle flies low over the city,us,8/24/2004,8/4/1964 09:30,1 hour,3600.0,42.3583333,-71.0602778,circle,ma
71290,high island,Landing&#44 beamed lights&#44 formation and singly many witness and over several nights&#44 affected phones/cars,us,7/16/2006,8/4/1972 23:00,6 hours,21600.0,29.566666700000003,-94.3933333,light,tx
71291,bristolville,On a summer day&#44 in broad daylight&#44 at a public park on a busy road&#44 numerous witnesses&#44 missing time and my brand new VW.,us,11/21/2010,8/4/1975 14:00,about 1 hour,3600.0,41.3875,-80.8694444,disk,oh
71292,scarborough (canada),Pear shaped silver craft with wheel of colours close encounter,ca,8/7/2007,8/4/1977 20:45,15-20 mins,1200.0,43.75,-79.2,other,on
71529,glenshaw,2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard.,us,11/28/2007,8/5/1961 21:15,15 minutes,900.0,40.5327778,-79.9677778,disk,pa
71530,pittsburgh,Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane,us,8/7/2007,8/5/1961 23:00,7-10 min,600.0,40.4405556,-79.9961111,sphere,pa
71531,rodolph (canada),This had intelligence and made moves to intercept us. It was aware&#33,,10/30/2012,8/5/1964 20:00,15 minutes,900.0,41.29783,-83.669934,oval,on
71532,fort smith,Results of research on Ft. Smith chevron sighting.,,11/3/2005,8/5/1967 01:00,30 seconds,30.0,35.385923999999996,-94.398547,chevron,ar
71533,fort smith,Unidentified objects witnessed by hundreds over Fort Smith Arkansas,,2/1/2007,8/5/1967 21:00,3 - 4 hours,14400.0,35.385923999999996,-94.398547,teardrop,ar
71534,north haven,UFO explosion and sighting,us,4/22/2003,8/5/1969 19:00,20 mins,1200.0,41.3908333,-72.86,disk,ct
71535,victory lakes,Watched a large&#44 silent&#44bright&#44 whitish&#44 oval object hovering&#44 moving slowly left to right and then so fast upward we lost sight of it.,us,7/4/2012,8/5/1973 20:00,2 minutes,120.0,39.633055600000006,-74.96638890000001,oval,nj
71536,richmond,I saw a big UFO ship&#44 August 5&#44 1975&#44 four or so city blocks high ; it seemed to create clouds&#44 and I saw the mechanical functions.,us,4/16/2005,8/5/1975 16:35,2 minutes,120.0,37.553611100000005,-77.46055559999999,oval,va
71537,richmond,On August 5&#44 1975&#44 at 6:31 P.M.&#44 while I was riding a bicycle&#44 I stopped&#44 along with my friend to watch a beautiful UFO. It was undergo,us,3/19/2009,8/5/1975 18:31,5 minutes,300.0,37.553611100000005,-77.46055559999999,egg,va
71538,ketchikan,Aircraft carrier shaped UFO,us,4/14/2009,8/5/1978 14:00,3 minutes,180.0,55.34222220000001,-131.6461111,rectangle,ak
71769,san antonio (ranch outside of),We spotted the glowing object slowly hovering about 15 feet above the densely planted mesquite&#44 oak&#44 and huisache trees.,us,5/27/2003,8/6/1965 01:00,15 minutes,900.0,29.423888899999998,-98.4933333,egg,tx
71770,santa rosa,AUGUST 6&#44 1966 BETW EEN 12;30A.M.+ 1.45 A.M. MYSELF AND TO FRIENDS MY PARENTS SISTOR ALL WHERE PRESANT ONE SAUCER ABOUT A QUATER MILE A,us,1/28/1999,8/6/1966 01:30,30-45 min,2700.0,38.4405556,-122.71333329999999,disk,ca
71771,denver,Very large&#44 boomerang shaped object&#44 silently moving slowly at treetop height East to West with no wind disturbance.,us,6/4/2004,8/6/1973 22:00,3-5 miutes,300.0,39.7391667,-104.98416670000002,triangle,co
72006,south yarmouth,on aug 07 1965 &#44i was 16 . playing baseball with approx 16 others .looking to the east i observed three spots of intense light at appro,us,2/22/2002,8/7/1965 13:00,1 minute,60.0,41.6666667,-70.1852778,light,ma
72007,welland (canada),Orange sphere moving erratically and at rapid speeds,ca,4/16/2005,8/7/1966 19:00,15 minutes,900.0,42.983333,-79.25,sphere,on
72008,riverton (canada),1969/ Riverton&#44 Manitoba&#44 Sphere 1 minute time space alteration.,ca,4/11/2014,8/7/1969 18:30,1 minute,60.0,51.0,-97.0,circle,mb
72009,morganfield,light objects dart side to side buting on show,us,4/13/2010,8/7/1974 20:00,30 minutes,1800.0,37.6833333,-87.91666670000001,circle,ky
72010,walla walla,A bright greenish white light hovered about 2000 feet high&#44 then began moving &amp; flew rapidly w/o sound over the Blue Mtns of NE Oregon,us,5/2/2011,8/7/1975 21:30,approx. 3 minutes,180.0,46.0647222,-118.34194440000002,light,wa
72011,uk/scotland,very large silver sphere causing cloud emmisions slow and straight,,12/23/2002,8/7/1977 11:00,3 minutes,180.0,56.490671,-4.202646,sphere,
72012,tomahawk,Multi colored silent object moving slowly Northeast.,us,4/14/2009,8/7/1977 21:44,2 min,120.0,45.4711111,-89.72972220000001,oval,wi
72013,pecos,Carrier craft picks up scout ship,us,9/24/2003,8/7/1978 22:00,8 seconds,8.0,35.5741667,-105.67444440000001,disk,nm
