,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
11522,wirral (liverpool) (uk/england),three lights in formation.,,2/18/2001,11/20/1996 19:00,5 minutes,300,53.333333,-3.083333,triangle,
11523,parma (??),I WENT OUTSIDE TO TAKE OUT THE GARBAGE DURING THE INDIANDS PLAYOFF GAME I WENT TO THE BACK YARD LOOKED UP AT THE TOWER AND SAW A LIGHT.,us,10/19/1999,11/20/1996 21:30,10min.,600,41.4047222,-81.7230556,circle,oh
11524,north port,Man &amp; wife witness large white light in distance.  Grows larger&#44 descends&#44 passes directly overhead.  Big disc.  Dog&#44 cats VERY upset.,us,11/2/1999,11/20/1996 22:30,8 min.,480,27.0438889,-82.23611109999999,,fl
11525,springfield (25 miles northeast of),At approxamatly 1a.m. Cnt/stn time. A group of young adults 21-25 years of age. Where Having a get to gather at an ANONYMOUS idaviduals,us,8/5/2001,11/20/1997 01:00,15mins.,900,37.2152778,-93.2980556,oval,mo
11526,chicago,A couple friends and i witnessed a possible ufo sighting at about 2 am. In the northeast quadrant we saw a bright white object tht ca,us,1/11/2002,11/20/1997 02:00,2 minutes,120,41.85,-87.65,other,il
11527,frostbite falls,Saw UFO&#44 my friends saw it to.,,1/28/1999,11/20/1997 05:29,06:13,373,37.964253,-91.83183299999999,disk,mo
11528,rock hill,While driving west bound on Route 17 near Rock Hill&#44 New York&#44 my wife&#44son and myself saw a triangle shaped object moving across the hi,us,1/28/1999,11/20/1997 18:00,1 minute,60,41.6258333,-74.5980556,triangle,ny
11529,melbourne (vic&#44 australia),Driving home with freinds&#44 saw unusual craft (real obvious UFO) hovering in a field&#44 stopped to look at/verify what it might be...,au,8/28/2002,11/20/1997 19:00,10 mins,600,-37.813938,144.963425,cone,
11530,cedar river,Bright Green Fireball over the Green Bay of Lake Michigan. Fireball went straight up and then down at high rate of speed.  The Fireball,us,8/10/1999,11/20/1997 23:00,5 seconds,5,45.4111111,-87.3544444,fireball,mi
11531,brentwood,THE OBJECT WAS ROUND IN SHAPE&#44IT WAS ELECTRIC IN ITS INTENSITY&#44 ORANGE IN THE CENTER AND GREEN AROUND THE OUTER PERIMETER OF THE ORANGE,us,4/27/2004,11/20/1998 01:30,5 seconds,5,37.9319444,-121.6947222,fireball,ca
11532,spokane,thought we saw a satellite going over&#44it changed direction 80 deg.in 1/4 sec&#44 then again. Had a transparent triangle shape around centr,us,4/2/1999,11/20/1998 03:30,12 seconds,12,47.6588889,-117.425,triangle,wa
11533,irvine (entering city from the south),As I was driving on freeway 5 north&#44 moving along with traffic&#44 I noticed in the sky an oval shaped silvery object flying above Irvine,us,1/28/1999,11/20/1998 11:45,3 minutes,180,33.6694444,-117.82222220000001,oval,ca
11534,moline,Wife reported a brilliant flash of green light with a tail.  She saw the video of the recent leonids and insists it did not look like t,us,1/28/1999,11/20/1998 19:30,2 sec.,2,41.5066667,-90.515,fireball,il
11535,aurora,Triangle shaped object traveling slowly over Colorado neighborhood,us,12/3/2004,11/20/1998 20:00,5-10 minutes,600,39.7294444,-104.83138890000001,triangle,co
11536,launceston (uk/england),saurcer with 7 lights,gb,2/18/2001,11/20/1998 21:45,10 mins,600,50.633889,-4.364444000000001,disk,
11537,seattle,Bright&#44 multi-colored (mostly green and blue&#44 but some red) flashes across the eastern horizon.,us,1/28/1999,11/20/1998 22:25,~10 minutes,600,47.6063889,-122.33083329999998,flash,wa
11538,hampton,A Triangle shape Reflection&#44 appearing as watery glass,us,2/24/2001,11/20/1998 22:30,30 seconds,30,36.2841667,-82.17277779999999,triangle,tn
11539,sudbury (canada),IT MADE NO SOUND AT ALL IT JUST MOVED AND FLASH VERY FAST,ca,7/16/2003,11/20/1999 01:00,5 mins,300,46.5,-80.966667,sphere,on
11540,anthony,A strange site and then a ufo passed above us,us,9/1/2004,11/20/1999 02:00,1 min,60,37.1533333,-98.0308333,disk,ks
11541,midlothian,I WAS OUTSIDE AND I LOOKED UP AND SAW A VERY BRIGHT LIGHT BLUE OBJECT SHOOT HALVEWAY ACROSS THE SKY AND THEN DISSAPEAR,us,12/16/1999,11/20/1999 05:30,3 seconds,3,37.5058333,-77.64944440000001,fireball,va
11542,toledo,3 balls of light&#44 rapidly changing color&#44 zipping off at&#44 what seemed to be&#44 the speed of light.,us,12/16/2005,11/20/1999 14:00,5 seconds,5,41.6638889,-83.5552778,fireball,oh
11543,west carrollton,I have been watching these contrails left by planes all year but I observed something strange.  The contrails left a haze over sky and,us,11/23/1999,11/20/1999 16:30,45 sec.?,45,40.5727778,-81.0858333,disk,oh
11544,austin,Three dome shaped lights. One craft or three I don&#39t know.,us,11/23/1999,11/20/1999 21:50,<10 sec,10,30.2669444,-97.7427778,formation,tx
11545,sudbury (canada),Seen a cylinder blue above the Sudbury area for about 1 hours and half&#44 the description is very complicated because of smog night and a,ca,12/2/2000,11/20/1999 23:00,1:30,90,46.5,-80.966667,cylinder,on
11546,toms river,I was looking out my window at my husband lying face down in the grass on our front lawn at 11:30 pm because he celebrated just a littl,us,12/16/1999,11/20/1999 23:30,30 seconds,30,39.9536111,-74.1983333,other,nj
11547,bellflower,Red blob&#44 went to a dot&#44 then disappeared,us,11/23/1999,11/20/1999 23:45,2 minutes,120,33.8816667,-118.1161111,fireball,ca
11720,clarksburg,tHE OBJECT MOVED FROM SIDE TO SIDE AND UP AND DOWN AND WAS GONE IN A FLASH,us,2/14/2008,11/21/1980 00:00,90 minutes,5400,39.2805556,-80.3447222,oval,wv
11721,delmar,My sister and I witnessed six bright red lights shooting green lights up at six blue lights that were positioned directly above.e,us,9/9/2003,11/21/1981 21:30,5 minutes,300,38.4563889,-75.5775,light,de
11722,north laguna beach,Pie pan bottom; disc top craft played with the airspace above Irvine ranch reveiling displacement of matter.,,2/1/2007,11/21/1986 18:30,6 min.,360,33.542248,-117.78311000000001,disk,ca
11723,peyton,Young man&amp;mother; 2 intensely bright white lights&#44 side by side&#44 moving erratically across sky.  Green flashes&#44 sonic,us,11/2/1999,11/21/1995 18:00,5 min.,300,39.0288889,-104.4825,,co
11724,memphis,Woman &amp; neighbor witness bizarre obj. pass overhead.  Obj. had long wings&#44 &quot;like a glider&#44&quot; w/ 8-9 lights on each. It folded wings&#33&#33,us,11/2/1999,11/21/1995 22:00,2 min.,120,35.1494444,-90.04888890000001,,tn
11725,washburn,A bluish triangular object moving in a clockwise direction.,us,11/28/2007,11/21/1995 23:30,20 seconds,20,47.2891667,-101.02861109999999,triangle,nd
11726,north kingstown,While driving at dusk my daughter and I noticed an airplaine flying up in the sky w/ it&#39s lights on heading in an easternly dirtection,us,1/28/1999,11/21/1997 17:00,10sec or less,10,41.55,-71.4666667,triangle,ri
11727,fremont,A yellow white light flying back and forth at high speeds over a field.,us,12/2/2000,11/21/1997 20:00,5 min,300,43.4675,-85.9419444,circle,mi
11728,harrison,We saw silver balls flying irradically in the sky,us,1/28/1999,11/21/1998 15:00,2 minutes &amp; 30 seconds,150,44.0191667,-84.7994444,sphere,mi
11729,helena (north of&#44 on highway 49),A large circular or oval shaped object was observed moving southward in the clear night sky over highway 49 outside of Helena&#44 Arkansas,us,9/28/2002,11/21/1998 20:45,30 seconds,30,34.5294444,-90.5916667,circle,ar
11730,avon (outer banks),Single points of light&#44 orange/yellow in color&#44 much like meteors. There was broken cloudcover&#44 and the lights would appear and disappe,us,2/16/1999,11/21/1998 22:00,1/2 hour,30,35.3519444,-75.5108333,light,nc
11731,lima (just south of mile marker 117),Saw sphere shaped&#44 mirror like craft moving through field low to ground and very slowly . Craft was randomly shining light onto ground,us,11/23/1999,11/21/1999 01:30,3 minutes,180,40.7425,-84.1052778,sphere,oh
11732,rickman,THIER WHERE VERY BRIGHT AT FIRST WHEN ME AND MY WIFE SEEN THEM WE THOUGHT THAT THEY WHERE STARS. BUT TO OUR AMAZEMENT THEY SEEMED TO FL,us,11/23/1999,11/21/1999 02:10,4 minutes,240,36.2625,-85.3755556,other,tn
11733,norcross,My wife and I were driving south on highway 141 in Norcross&#44 Ga when we spotted an illuminated object that demonstrated incredible acce,us,11/23/1999,11/21/1999 17:03,30 sec,30,33.9411111,-84.2136111,unknown,ga
11734,auburn (heading n on hwy 167),Bright rapid moving light speeding across the sky.,us,12/16/1999,11/21/1999 18:10,60+ seconds,60,47.3075,-122.2272222,light,wa
11885,orinda,My house was on the golf course  i became very uneasy and had butterflys in my stomache  I picked up a firearm  before the sighting a s,us,2/8/2005,1/12/1980 23:00,40 minutes,2400,37.8772222,-122.1786111,sphere,ca
11886,west jefferson,Red Triangle Over West Jefferson.,us,1/10/2014,1/12/1981 22:00,1 minute,60,41.7386111,-80.77,triangle,oh
11887,patterson,As traveling North on Route 22&#44 NY approx town Patterson&#44 my son and I had stopped to see this object with colored lights&#44 traveling ve,us,5/11/2005,11/2/1985 01:00,15 min,900,41.5136111,-73.6066667,cigar,ny
11888,cambridge,8 gliding craft in formation with a 9th &quot;quantum jump&quot; scout craft,us,10/31/2008,1/12/1988 03:30,15 seconds,15,42.375,-71.10611109999999,oval,ma
11889,evansville,Driving home from work one evening late around 2am on hwy 44 evansville indiana I noticed in the night sky a strange light. It looked s,us,9/9/2004,11/2/1993 02:00,30 minutes,1800,37.9747222,-87.5558333,triangle,in
11890,brookfield,A  triangle craft this huge and so low  does not seem possible but it&#39s true.,us,3/4/2003,1/12/1993 19:45,12 to 15 min.,900,43.0605556,-88.10638890000001,triangle,wi
11891,cedar key,Huge bluish black delta  wing 50 feet or less  over my head while deer hunting from my tree stand in FL &#33&#33,us,9/4/2003,1/12/1994 18:00,5 minutes,300,29.1383333,-83.03527779999999,chevron,fl
11892,snohomish,Four adults witness bright&#44 multi-colored object moving above thin overcast. Suddenly flared&#44 then disappeared.,us,11/2/1999,1/12/1995 00:45,20 min.,1200,47.9130556,-122.09694440000001,,wa
11893,mojave desert,Stationary object in the Desert sky accelerates away at incredable speed.,,11/28/2007,1/12/1995 01:00,45 min,2700,35.93181,-116.22785800000001,circle,ca
11894,reno to dallas (aboard jetliner enroute between),Even though I am a private pilot&#44 I spend every hour of jet flight viewing the earth below.  COvered window allowed spotting overtaking,,9/6/2002,11/2/1996 02:00,few seconds,2,39.529633,-119.81380300000001,triangle,tx
11895,new albany,2x turkey hunters notice a very bright&#44 round light in sky.  Obj. suddenly breaks into 8-10 individual lights.  Center translucent.,us,11/2/1999,11/2/1996 05:00,12 min.,720,41.6,-76.4422222,,pa
11896,houston,3 lights in line to V formation moving southwest.One light moved erraticaly and split making 180 degree turn,us,8/10/1999,11/2/1997 00:00,a minute,60,29.7630556,-95.3630556,light,tx
11897,lyons,strange humming noise over house late at night,us,9/2/2005,11/2/1997 02:20,2 to 4 minutes,240,40.2247222,-105.27083329999999,unknown,co
11898,green bay,A loose formation of 3 orange non-blinking lights observed slowly crossing evening sky.,us,1/28/1999,11/2/1997 18:50,appx. 10 mins.,600,44.5191667,-88.0197222,light,wi
11899,broken hill (australia),Observed pulsating set of 4 rectangular lights of white and red&#44 50 feet from the ground never moving.,au,12/23/2002,11/2/1997 22:20,20 minutes,1200,-31.961729,141.459976,light,
11900,billings,Two bright red lights moving in perfect formation flew over Billings on the evening of Jan.12&#44 1997.  They were&#160;flying at an altitude n,us,3/7/1998,1/12/1997 23:00,5 minutes or less,300,45.7833333,-108.5,light,mt
11901,grand rapids (north of),Blue-green fireball appears&#44 lighting the ground all around.  Long &quot;tail&quot; has a small white light on it,us,11/19/1998,11/2/1998 03:45,1 minute,60,42.9633333,-85.6680556,fireball,mi
11902,caledon (canada),&quot;Two Craft&quot;&#44strobe light effects&#44the ability to ; hover &#44turn at right angles &#44disappear &#44reappear &#44 accelerate quickly &#44lose altitute,ca,2/16/1999,11/2/1998 05:53,3 minutes,180,43.866667,-80.0,light,on
11903,adelaide (south australia),Not your typical sighting&#44 a black stealth machine gliding past&#44 giving me a view of what I knew existed. Wow.,au,2/22/2002,11/2/1998 19:00,1min,60,-34.928661,138.598633,circle,
11904,richmond (canada),The light was fast going between trees just like the light u see attacking plains,ca,6/2/2013,1/12/1998 21:30,5 second,5,45.666667,-72.15,light,qc
11905,dallas (irving/valley ranch?),More than likely a shooting star&#44 but thought I should report it.,us,11/19/1998,11/2/1998 23:20,1 second,1,32.7833333,-96.8,fireball,tx
11906,dallas,it appears as a red/orange dot&#44  it was about 12:00p.m. big as the independence day movie ship.,us,12/7/2006,1/12/1999 00:00,30sec-1min,90,32.7833333,-96.8,circle,tx
11907,kent,3 CRAFTS&#44RED AND WHITE FAST BLINKING LIGHTS&#44TRAVELING ERRATICALLY&#44QUIET&#441CRAFT CHANGE TO 3 BRIGHT WHITE LIGHTS THAN BACK TO RED AND WHI,us,11/9/1999,11/2/1999 01:00,5-7 mins.,420,47.3811111,-122.2336111,disk,wa
11908,hastings,As we prepared to go for  the drive home after a dinner party we noticed that our vehicle would not start. It was strange because the v,us,12/16/1999,1/12/1999 03:00,5 minutes,300,40.665,-78.7125,diamond,pa
11909,baton rouge,I happen to look up at the stars and saw 3 craft heading south.  Two were smaller with 3 lights each&#441 larger craft with a circle of li,us,11/9/1999,11/2/1999 19:15,5 sec,5,30.4505556,-91.1544444,triangle,la
11910,duncan,Looking high into the eastern sky&#44 I saw an &quot;arc&quot; of dim orange lights gliding silently from the north&#44 and curve towards the southeast,us,11/9/1999,11/2/1999 20:25,4 seconds,4,34.5022222,-97.9575,other,ok
11911,south pasadena,While sitting in my patio&#44 I glanced up and was amazed at an array of glowing orange spheres moving across the sky.,us,11/9/1999,11/2/1999 20:25,3 minutes,180,34.1161111,-118.14944440000001,circle,ca
12265,alloy,Saucer seen briefly over road - may have landed,us,6/4/2004,11/22/1980 11:00,10 seconds total,10,38.1375,-81.27444440000001,disk,wv
12266,cooper city,Couple witness arrowhead triangle&#44 w/ 7 lights&#44 streak overhead during night launch of Space Shuttle.,us,6/20/2005,11/22/1989 21:00,10 sec.,10,26.0569444,-80.2719444,triangle,fl
12267,haltbro,Woman reported witnessing a cluster of &quot;gold cigars.&quot; Passed overhead very fast.  Objs. were thicker in center.  Distinctly gold.,,11/2/1999,11/22/1995 20:03,1 minute,60,40.174276,-75.10683900000001,,pa
12268,flagstaff,An Aubrun red dot floated scilently to the right and then darted off to the left and disaapeared,us,1/28/1999,11/22/1997 06:00,a few minutes,120,35.1980556,-111.65055559999999,other,az
12269,petoskey,Very large flouresent green/bright white egg shaped &quot;thing&quot; traveling extremely fast.,us,1/28/1999,11/22/1997 16:15,6-8 seconds,8,45.3733333,-84.95527779999999,egg,mi
12270,albuquerque,A black object that at first looked like a hot air balloon&#44 then a 747&#44 then roundish. It appeared black against the twilight blue sky.,us,1/28/1999,11/22/1997 17:30,3 minutes,180,35.0844444,-106.65055559999999,other,nm
12271,palo,out side of school medium(80-100&#39side) triange ship with light on each corner flying 20&#39over head,us,1/28/1999,11/22/1997 20:45,15min,900,43.1125,-84.9855556,triangle,mi
12272,boise,A disc shaped object was captured on video.,us,1/28/1999,11/22/1998 18:30,2 seconds,2,43.6136111,-116.2025,disk,id
12273,west palm beach,Bright burning object with tail originating in northern sky heading east.,us,9/6/2002,11/22/1998 19:00,5 minutes,300,26.7052778,-80.0366667,other,fl
12274,cheney,Driving E on I-90 at approx. mile marker 164 at 6:32 pm PST on car clock&#44 noticed white ball of light moving across night sky from my 1,us,2/16/1999,11/22/1998 19:32,8 seconds,8,47.4875,-117.57472220000001,sphere,wa
12275,vashon island,An EXTREMELY BRIGHT localized flash (within 200 yards from me) that was as bright as lightening but silent.  The light was white and li,,1/28/1999,11/22/1998 20:00,5 seconds,5,47.44732,-122.45985,other,wa
12276,kalispell,First craft was hovering over backyard approximately 100 ft off the ground then slowly headed for the mountains.,us,11/30/1999,11/22/1999 23:00,1 hour,3600,48.1958333,-114.31194440000002,circle,mt
12277,bradenton,a most spectacular sighting over central florida,us,2/16/2000,11/22/1999 23:30,2-3 min,180,27.4986111,-82.575,fireball,fl
12481,pacifica/lindamar,Two space craft in air&#44 sitting motionless with no sound,,6/12/2002,11/23/1981 20:30,7 minutes,420,36.778261,-119.41793200000001,changing,ca
12482,clinton township,disk about 40 feet in dia. a ring of round lights about the egdes. moved slowly&#44 no sound&#44 75 feet of the ground,,2/14/2006,11/23/1982 15:45,7 min,420,42.586888,-82.919551,circle,mi
12483,new windsor,I was hunting with my Dad on a farm near our house.  It was before dawn&#44 and I was sitting by a tree&#44 bored and looking up at the sky.,us,1/11/2002,11/23/1986 05:45,a little over a minute,60,39.5419444,-77.1083333,triangle,md
12484,knoxville,300 ft Flying wing followed by fighters&#44 later observed by glowing ball.,us,10/30/2006,11/23/1987 19:45,20min,1200,35.9605556,-83.9208333,chevron,tn
12485,firebaugh,In late 1987 while driving south on I-5&#44 I witnessed a UFO for approx 15-20 min.,us,9/2/2005,11/23/1987 23:00,15-20 min,1200,36.8588889,-120.455,triangle,ca
12486,salem,The craft hovered above car for 3 to 5 minutes staying directly 30-50 feet in front of the car above the road.  Lowed itself infront of,us,2/16/2000,11/23/1991 22:00,22:05,1325,37.6455556,-91.5358333,triangle,mo
12487,essex (uk/england),I was being driven home by my ex-boyfriend&#44 around about 3am in the morning&#44 its November 1993&#44 I was 17 years old then. I live in the,gb,9/2/2005,11/23/1993 03:00,2-3 minutes,180,51.833333,0.583333,triangle,
12488,fairbanks,Me and one of my friends were coming home from sledding when we saw a mettalic&#44 cigar shaped&#44 UFO hovering in the air emitting a blue b,us,6/2/1998,11/23/1993 11:24,3 minutes,180,64.8377778,-147.7163889,cigar,ak
12489,baton rouge,I saw 3 orange illuminated triangles flying very low between 2 apartment buildings&#44 just above the trees.,us,7/5/1999,11/23/1993 23:30,20 to 30 seconds,30,30.4505556,-91.1544444,triangle,la
12490,glendale,The craft was a light blue shiny sphere frisbee looking object.It flew left to right  a couple of times then it flew in circles and the,us,4/2/1999,11/23/1994 03:00,12 seconds,12,34.1425,-118.25416670000001,sphere,ca
12491,gaithersberg,November&#44 1995 sighting of a red &quot;V&quot; formation followed by a wavy string of greenish lights.,,1/11/2005,11/23/1995 01:00,15sec-1min,75,39.143441,-77.20137,formation,md
12492,stamping ground,Giant black triangle hovers over me and my car while parked on Union Ridge in northern Franklin Co. Kentucky...,us,3/21/2003,11/23/1996 02:15,8 minutes,480,38.2716667,-84.68638890000001,triangle,ky
12493,french camp,Fem. empl. of sheriff&#39s off. on way to work sees large&#44 round obj. w/ bright lights rotating&#44 moving in W sky. Very prominant&#44 strange.,us,11/2/1999,11/23/1996 19:30,5 min.,300,37.8841667,-121.27,,ca
12494,stockton,Woman&#44 daughter&#443x other cars witness LARGE&#44 spherical obj. rotating in night sky. 100x BRIGHT lights. Changed rotation dir.,us,11/2/1999,11/23/1996 20:45,30 min.,1800,37.9577778,-121.2897222,,ca
12495,kingsville,Woman &amp; daughter witness 3 lights circling in sky above car; follow car for several miles.  Suddenly wink out.  (Advertising lights??),us,11/2/1999,11/23/1996 21:40,18 min.,1080,41.8908333,-80.6763889,,oh
12496,wichita falls (sheppard afb),A bright green light appeared low on the horizon. Made a arc movement from the northern horizon up about 15 degrees and went down over,us,1/28/1999,11/23/1997 21:32,3 seconds,3,33.9136111,-98.4930556,light,tx
12497,abbotsford (canada),Walking home one evening  i noticed the ground light up around me.  i looked up to see a row of lights blinking off and on.when my eyes,ca,2/8/2005,11/23/1997 23:00,5 minutes,300,45.433333,-72.883333,chevron,bc
12498,coon rapids,Oval object flying down at 45 degree angle with stream of light following,us,1/10/2009,11/23/1998 18:05,3-4 seconds,4,45.12,-93.2875,oval,mn
12499,sycamore,As I was taking out the garbage&#44I noticed something moving across the night sky at a very fast rate of speed.I saw 2 triangle shaped&#44di,us,1/28/1999,11/23/1998 19:00,5 sec.,5,41.9888889,-88.6866667,triangle,il
12500,hartford,Three circular objects in the sky floated at a high altitude &#44 seemed like spotlights but there no obvious source for spotlights&#44 were,us,2/16/1999,11/23/1998 20:08,4 minutes,240,41.7636111,-72.6855556,circle,ct
12501,battle ground,Saw a light traveling low in the horizon at night that normally would have appeared to be an airplane except it was moving too fast. I,us,1/28/1999,11/23/1998 20:30,15 seconds,15,45.7811111,-122.5322222,light,wa
12502,carbondale,An unidentified flying object sited over Carbondale Illinois.  The object travelled from North to South in a direct path at a speed tha,us,2/16/1999,11/23/1998 22:30,10seconds,10,37.7272222,-89.2166667,changing,il
12503,tulsa,appeared to be a prism of colors sparkling--purple&#44yellow&#44orange&#44green&#44 red and blue -- it hovered for 10 to 15 minutes at a time in th,us,2/16/1999,11/23/1998 22:45,1 1/2 hrs,37800,36.1538889,-95.9925,unknown,ok
12504,petaluma,Clouds over small aircraft airport flashing coded laser light to ground or vice versa&#44 animals making noise,us,9/4/2003,11/23/1999 02:00,over an hour,3600,38.2325,-122.63555559999999,light,ca
12505,half moon bay,70+ chevron-shaped aircraft&#44 approx. 40&#44000`&#44 flying from northeast to southwest over Half Moon Bay&#44 CA&#44 like someone opened up at box,us,11/23/1999,11/23/1999 11:15,5min.-+,300,37.4636111,-122.4275,chevron,ca
12506,barbourville,i was arriving at a 4 way stop when i saw a blue green haze in upper right hand corner of windshield&#44i first thought was my engine over,us,11/30/1999,11/23/1999 16:45,15 -18 seconds,18,36.8663889,-83.88888890000001,changing,ky
12507,san francisco,looked out window at an object the color of a setting sun  moving west to east at a slow speed.,us,11/23/1999,11/23/1999 17:20,5min,300,37.775,-122.41833329999999,disk,ca
12508,belton,Three bright lights in the front and sides and a red light at the bottom on the object.,us,11/23/1999,11/23/1999 18:10,5-6 minutes,360,38.8119444,-94.5316667,oval,mo
12509,pekin,brown fastmoving cigar,us,1/7/2000,11/23/1999 18:15,10 seconds,10,38.4997222,-86.0119444,cigar,in
12510,fresno,18 year old girl encountered an alien spacecraft coming home from the Clovis Community College Center on Nov. of 1999,us,12/9/2000,11/23/1999 19:56,08:01pm ((5 min.  )),300,36.7477778,-119.77138889999999,disk,ca
12511,casper,My wife and I witnessed a craft hovering over the city of Casper&#44 Wyoming. The craft hovered for a few moments then sped off to the Sou,us,12/16/1999,11/23/1999 22:30,1 minute,60,42.8666667,-106.3125,sphere,wy
12512,bullhead city,I was out with my dogs and notice at first two objects in the south eastern sky&#44   then three and then four lights.,us,11/30/1999,11/23/1999 23:55,15 minutes,900,35.1477778,-114.5675,sphere,az
12674,columbus,Mid day cigar shape citing while deer hunting,us,5/11/2005,11/24/1984 13:00,10 seconds,10,43.3380556,-89.01527779999999,cigar,wi
12675,williamstown,Don&#39t want to divulge any information that might involve other witnesses of this event without their permission. Suffice to say that my,us,11/28/2007,11/24/1984 19:30,20 mins,1200,42.7119444,-73.2041667,triangle,ma
12676,tallahassee,small spheres flying in formation near approach to Tallahassee airport,us,12/12/2009,11/24/1989 12:00,5-10 seconds,10,30.4380556,-84.2808333,sphere,fl
12677,davis,Speedy Black Triangle over Central California in the middle of the day.,us,7/3/2013,11/24/1989 13:30,15-20 seconds,20,38.545,-121.73944440000001,triangle,ca
12678,harlowton (in general vicinity of malmstrom afb),6-7 hr. long event during which a triangle&#44disks and an IMMENSE cylindrical object were observed clearly at close range and through opt,us,9/12/1999,11/24/1993 19:00,approx. 6 hrs.,21600,46.4355556,-109.8336111,formation,mt
12679,portland,large saucer object with red and green light over highway that sped away at unbelievable speeds.,us,3/19/2009,11/24/1995 18:00,20-25 seconds,25,42.8691667,-84.9030556,disk,mi
12680,poway,Couple sees &quot;a bunch of bright lights&#44 flashing&quot; in the night sky.  &quot;It looks like a walnut.&quot; Cluster reptd. to move across the sky.,us,8/5/2001,11/24/1996 04:50,30 min.,1800,32.9627778,-117.035,,ca
12681,bismarck,Nat. Weather Serv. empl. sees a small&#44 circular&#44 distinctly flame-orange obj. in the S sky.  Brighter &amp; larger than brightest star.,us,11/2/1999,11/24/1996 18:07,60 sec.,60,46.8083333,-100.7833333,light,nd
12682,bismarck,Nat. Weather Serv. meteorologist repts. peculiar&#44 round&#44  orange obj. in S sky.  &quot;Like orange of space shuttle exhaust.&quot; Not star.,us,11/2/1999,11/24/1996 19:30,60 sec.,60,46.8083333,-100.7833333,,nd
12683,miami,A light the size of an average star was spotted traveling at grater spped than commmercial aircraft at a high altitude.,us,3/7/1998,11/24/1996 21:00,2 min,120,25.7738889,-80.1938889,light,fl
12684,salisbury,Bright lights coming up over the trees. See little tiny oval yellowesh glowing thing.  It would get bright then dim&#44 then bright than d,us,1/28/1999,11/24/1997 02:00,2 minuets,120,38.3605556,-75.5997222,oval,md
12685,salisbury,A gold ovalish shaped craft hovering just over the tree line&#44 varrying in intensity of light&#44 no sound.,us,1/28/1999,11/24/1997 02:00,2 minutes,120,38.3605556,-75.5997222,oval,md
12686,palm harbor,tracked a triangular object with seven or eight lights hover for approx. 2-3 min. then travel eastward out of view.,us,1/28/1999,11/24/1997 22:55,8 minutes,480,28.0777778,-82.76388890000001,triangle,fl
12687,sandpoint,My friend and I witnessed strange lights over my back yard. We watched whatever it was decend closer and closer to the pond in my back,us,1/28/1999,11/24/1998 01:30,30min,1800,48.2766667,-116.5522222,light,id
12688,alton bay,In a north westerly direction from my residence&#44 observed a bright light doing very erratic maneuvers at an altitude of approximatly 50,us,1/28/1999,11/24/1998 05:00,10 min,600,43.4686111,-71.2325,light,nh
12689,calhoun,Could not see the entire shape because of cloud cover.but rear was straight.There were no lights&#44no sound&#44but I could see underneath cl,us,1/28/1999,11/24/1998 05:05,30-45 sec.,45,34.5025,-84.95111109999999,unknown,ga
12690,valdosta,2 pulsing redlights were flying around in circles then faded away&#44 a third identical craft appeared it stood still then faded away,us,9/28/2002,11/24/1998 18:25,10 seconds,10,30.8325,-83.27861109999999,circle,ga
12691,kenton,my wife and i were in the hottub this evening and i looked up into the clear night and was watching the stars when out of the north we,us,2/16/1999,11/24/1998 19:15,20sec.,20,40.6469444,-83.60972220000001,formation,oh
12692,ashland,Witnessed an immense&#44 triangular object moving from North to South at a rate of speed never before seen while star-gazing.,us,2/16/1999,11/24/1998 21:00,15 seconds,15,40.8686111,-82.31833329999999,triangle,oh
12693,mechanicsburg,Seen unusual light in sky,us,1/28/1999,11/24/1998 22:30,30 min.+,1800,40.2141667,-77.0088889,light,pa
12694,bitterroot valley,Very large and very bright light in the SSE sky over the Mountain Range.,,1/28/1999,11/24/1998 23:15,10 minutes,600,46.491684,-114.0913,light,mt
12695,anaheim,Ufo shooting smaller crafts from bigger Ufo,us,10/31/2008,11/24/1999 10:00,15 min,900,33.8352778,-117.9136111,fireball,ca
12696,brookfield,3 lights moving generally south to north.  All had a red light and white strobe lights that appeared to rotate around them.,us,12/16/1999,11/24/1999 18:00,10-15 min,900,39.7844444,-93.0733333,light,mo
12697,tri-cities,fireball nnw of city as bright as a streetlight falling at a,,11/30/1999,11/24/1999 20:05,5seconds,5,46.235,-119.223301,circle,wa
12698,sacramento,Noted two airliner sized objects travelling West to Easterly across the sky within my field of view.,us,11/30/1999,11/24/1999 20:35,45 seconds,45,38.5816667,-121.49333329999999,chevron,ca
12699,atlanta (going northwest toward&#44 highway 316),circle throwing out light.,us,11/30/1999,11/24/1999 21:00,3 min,180,33.7488889,-84.3880556,circle,ga
12700,rocky mount,Birght&#44 yellowish-orange&#44 cigar shaped object over Sunset Ave./ Business 64 exit in Rocky mount&#44 NC.,us,8/12/2008,11/24/1999 21:00,5 minutes,300,35.9380556,-77.7908333,cigar,nc
12865,angleton &amp; pearland (between),Driving to Galveston @ 10 p.m. Nov. of `81&#44 I saw 100s of saucers&#44 got out of car and pointed upwards but 3 other cars wouldn&#39t stop.,,3/19/2009,11/25/1981 22:00,10 minutes,600,29.563567,-95.286047,sphere,tx
12866,edna,nothing on military or commercialcould move that fast from a stopped position,us,1/21/2008,11/25/1985 00:00,4 minutes,240,28.9783333,-96.64583329999999,unknown,tx
