,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
611,iowa city,Man witnesses 2 &quot;white&quot; aircraft rendezvous at high altitude&#44 fly toward bizarre obj. approaching very fast.  Obj. &quot;sparkled.&quot;,us,11/2/1999,10/1/1995 12:00,20 sec.,20,41.6611111,-91.53,,ia
612,lake oswego,Man reports brief sighting of peculiar white object in daytime sky.  (See later sighting on same day.),us,11/2/1999,10/1/1995 14:00,5 sec.,5,45.4208333,-122.66944440000002,,or
613,lake oswego,Man reports witnessing 2 &quot;diamond-shaped objects overhead. (Second sighting on same day.),us,11/2/1999,10/1/1995 16:30,90 sec.,90,45.4208333,-122.66944440000002,,or
614,ashland,Disintegrating object.,us,10/31/2003,10/1/1995 17:00,less than 5 minutes,300,38.4783333,-82.6380556,disk,ky
615,williamsburg,Low flying rectangular object with very bright lights on all sides.,us,5/24/2005,10/1/1995 18:30,10 minutes,600,40.4619444,-78.2,rectangle,pa
616,taunton (near) (uk/england),The object was made up of a formation of small lights&#44 plus one light moving independantly  around main formation,gb,1/29/2002,10/1/1995 21:00,1 minute,60,51.021111,-3.104722,light,
617,tinley park,Sheild shaped craft spotted at outdoor concert with orange glow&#44 moivng at high speed.,us,3/11/2003,10/1/1995 22:00,20 seconds,20,41.5733333,-87.7844444,other,il
618,wantagh,Triangle with three large&#44 dim&#44 amber lights flew rapidly overhead and rotated once.,us,10/31/2008,10/1/1995 22:00,1 minute,60,40.6836111,-73.5105556,triangle,ny
619,austin,Man reports wife went out to empty trash&#44 disappears for 90 min.&#44 returns disoriented and acting strangely.,us,11/2/1999,10/1/1995 22:30,90 min.,5400,30.2669444,-97.7427778,,tx
620,dover,six light triangle in dover,us,9/24/2003,10/1/1995 23:00,10 minutes,600,43.1977778,-70.8741667,triangle,nh
621,lake berryessa,Deep Blue Sphere seen over Lake Berryessa&#44 California,,10/30/2012,10/1/1996 01:00,15 seconds,15,38.609741,-122.25404499999999,sphere,ca
622,west houston (greenridge @ westiemer rd.; near galleria),Three bright orange-white lights moving in a V formation from northeast to Southwest The center light would change position front to re,us,1/28/1999,10/1/1996 01:00,30 seconds,30,29.7630556,-95.3630556,formation,tx
623,bainbridge,Low-flying triangular object,us,10/11/2005,10/1/1996 05:30,3 minutes,180,39.2275,-83.2705556,triangle,oh
624,new york city (manhattan),Possible UFO Sighting&#44 Manhattan&#44 New York 1996,us,2/14/2008,10/1/1996 08:00,5 mintues,300,40.7141667,-74.0063889,oval,ny
625,cupertino,Metalic ball floating motionless in high winds over San Jose&#44 CA.,us,8/12/2008,10/1/1996 17:00,10 mins,600,37.3230556,-122.0311111,sphere,ca
626,safford,Antigravity flying sphere,us,10/12/2001,10/1/1996 18:00,30 sec.,30,32.8338889,-109.70694440000001,sphere,az
627,the woodlands,2 orange fireballs moving across sky ~ crazy acrobatics,us,12/12/2011,10/1/1996 22:30,2-3 minutes,180,30.1577778,-95.4891667,fireball,tx
628,bemidji,In october 1997 my dad and I seen 3 lights in the shape of a triangle tumbling over each other in Bemidji Minnesota.,us,12/3/2004,10/1/1997 00:00,10 minutes,600,47.4736111,-94.88,triangle,mn
629,garland,I had just got off of work at 1:15 a.m. I was driving down to the Hypermart USA because it was the only store open 24 hrs. I notice thi,us,11/20/2001,10/1/1997 01:20,40 seconds,40,32.9125,-96.63861109999999,rectangle,tx
630,jefferson,Rural mountain area. Tree covered hill. 1860&#39 MSL. I awoke to see a bright white light approx 1&#44500&#39 so east of my camper. The circular,us,10/2/1999,10/1/1997 03:00,05 minutes,300,42.4811111,-74.6108333,other,ny
631,oregon (rural),noisy rectangular object falling from the sky and crash landed,,5/15/2006,10/1/1997 08:00,20 seconds,20,43.804133,-120.554201,rectangle,or
632,charlotte,Cigar shaped&#44 silvery-white object @ 500-1&#4400&#39 up&#44 in a clear blue&#44 cloudless sky.  Object was silent&#44 immobile&#44 and when I glanced dow,us,1/28/1999,10/1/1997 09:00,2 minutes,120,35.2269444,-80.8433333,cigar,nc
633,green bay,Three red lights,us,4/14/2009,10/1/1997 19:00,15-20 minutes,1200,44.5191667,-88.0197222,light,wi
634,pelzer,Large&#44 black&#44 triangular&#44 object flew low and silent over South Carolina state prison yard.,us,1/10/2009,10/1/1997 19:00,3 minutes,180,34.6422222,-82.45611109999999,triangle,sc
635,hyannis,WIFE AND I DROVE ONTO START OF OUR STREET&#44 NOTICED TWO LIGHTS NOT USUALLY THERE.  STOPPED CAR&#44 GOT OUT&#44 SAW TWO CRAFTS.  NO NOISE AND H,us,6/23/1999,10/1/1997 21:00,1 minute,60,41.6527778,-70.2833333,triangle,ma
636,bourbonnais,I was traveling home from visiting my dad in Carle Hospital on 113 heading towards Custer Park&#44 IL. It was dark out I was in farm count,us,1/19/2005,10/1/1997 21:30,-1 min,60,41.1416667,-87.875,triangle,il
637,oakland,High altitude light turned&#44 dropped several Thousand feet&#44 turned and disappeared&#33,us,11/19/1998,10/1/1997 21:30,1 minute,60,43.4222222,-123.29722220000001,light,or
638,martinsville,Yellow/Orange lighted object moving from NE to SW. Very bright toy top shape with no sound. About the size of a penny held at arm reach,us,1/28/1999,10/1/1997 21:55,5 mins,300,36.6913889,-79.8727778,other,va
639,summerville,Triangular shape with lights in a V&#44 no sound&#44 very slow moving.,us,10/30/2006,10/1/1997 22:00,20 min,1200,33.0183333,-80.1758333,triangle,sc
640,lakeland,3 oval shaped reddish-orange lights flew over my house&#44 heading directly south. The lights formed a perfect triangle&#44 but flying severe,us,1/28/1999,10/1/1997 23:15,1 minute,60,28.0391667,-81.95,light,fl
641,logan,We saw 5 triangular objects moving at high altitude to the south&#44 circling each other like small birds.,us,7/5/1999,10/1/1998 00:00,a few minutes,120,41.7355556,-111.8336111,triangle,ut
642,portland,GETTING OUT OF MY CAR TO WORK&#44I SAW A WIDE GREEN STREAK OF LIGHT IN THE SOUTHWEST SKY&#44FROM SKY TO GROUND...........,us,11/1/1998,10/1/1998 00:10,5 sec,5,45.5236111,-122.675,light,or
643,st. paul,We own a farm here in St. Paul. We (my mother and I) had pulled off to the side of the road to check on some farm equipment we had in a,us,11/1/1998,10/1/1998 01:30,5 seconds,5,45.2113889,-122.97555559999999,fireball,or
644,nisqually,burnt out disk  gets ride from trucker to air force base,us,11/2/2004,10/1/1998 02:00,3 min.,180,47.0566667,-122.7,disk,wa
645,rio rancho,Sighted during the major meteor shower last year.,us,4/2/1999,10/1/1998 04:30,2 min.,120,35.2333333,-106.6638889,fireball,nm
646,bayfield,Large light object in sky with lightning storm and huge beam of light from below in  southern Colorado,us,1/3/2001,10/1/1998 05:30,30 minutes,1800,37.2255556,-107.5975,light,co
647,san francisco,Soccer Balls over SF,us,2/3/2012,10/1/1998 10:00,6-7 minutes,420,37.775,-122.41833329999999,sphere,ca
648,elgin,I can only say that I know what I saw&#44  I even took a digital picture of it.  1:30 in the afternoon&#44  clear blue sky&#44  an airplane head,us,10/19/1999,10/1/1998 13:30,20 minutes,1200,42.0372222,-88.28111109999999,disk,il
649,del mar,Fireball streaked across the sky and fizzled out 5 miles inland,us,4/2/1999,10/1/1998 16:00,4 seconds,4,32.9594444,-117.26444440000002,fireball,ca
650,la jolla (over),At dusk&#44 an orange&#44white&#44pink&#44and voilet color fireball traveled totally horizontal west to east&#44not as fast as a shooting star&#44and the,us,11/19/1998,10/1/1998 18:50,six to seven seconds,7,32.8472222,-117.27333329999999,fireball,ca
651,manchester,hovering above city landfill.  beam of light from craft to ground.,us,11/1/1998,10/1/1998 18:56,2min,120,42.9955556,-71.45527779999999,oval,nh
652,clarinda,silent and large UFO just above tree tops.,us,8/5/2009,10/1/1998 21:00,60 seconds,60,40.7419444,-95.03805559999999,triangle,ia
653,warrington (uk/england),It was a clear night&#44 the fireball was huge and you could almost hear a rumbling. It shot across the sky from left to right at an incre,gb,7/26/2002,10/1/1998 21:00,8 seconds,8,53.383333,-2.6,fireball,
654,mt sterling,3 orange fireballs in triangle formation - 1 triangle shaped craft without sound.,,11/1/1998,10/1/1998 21:02,15 minutes,900,39.987271,-90.763463,formation,il
655,ipava,An object which resmbled car headlights in the sky was spotted to SW.  A discernable craft flew directly overhead and proceeded to disa,us,11/1/1998,10/1/1998 21:15,15 min,900,40.3513889,-90.3244444,triangle,il
656,mosinee,I was driving south on U.S. Hwy 51 and I saw a craft that didn&#39t move for 5 or more minutes.  The craft also made no noise.,us,11/19/1998,10/1/1998 23:10,5 minutes,300,44.7930556,-89.7030556,other,wi
657,san antonio,Observed amber bright light decending for apx. 20 seconds.,us,10/19/1999,10/1/1999 00:30,30 seconds,30,29.4238889,-98.4933333,fireball,tx
658,oak brook,a green-blue light comes out and down out of a cloud&#44 and goes back into the cloud,us,5/14/2002,10/1/1999 01:00,i minute,60,41.8327778,-87.9288889,light,il
659,portland,looking west the object appeared approx near the top of our atmosphere. It was huge&#33 It at first just seemed to appear out of thin air.,us,11/2/1999,10/1/1999 04:00,15-25 seconds,25,45.5236111,-122.675,light,or
660,elyria,The front was shaped like a triangle&#44 with two lights on the wing tips. Blueish-gray in color...Low rumbling sound&#44 Moving very slow. ,us,10/2/1999,10/1/1999 04:40,5or more minutes,300,41.3683333,-82.1077778,triangle,oh
661,new york city (manhattan),I witnessed a being in the middle of the day in Manhattan about six and a half feet&#44 its face definately not human?,us,2/18/2001,10/1/1999 17:00,5 seconds,5,40.7141667,-74.0063889,unknown,ny
662,norman,Soundless cigar shaped object(s) transited South to North. Weather- clear&#44 unlimited visibility&#44 near 70 degrees F.,us,10/19/1999,10/1/1999 18:12,2 min,120,35.2225,-97.4391667,cigar,ok
663,las vegas,A moving object which possibly changed speed and direction in an unorthodox manner,us,10/2/1999,10/1/1999 19:00,app. 15 seconds,15,36.175,-115.1363889,light,nv
664,nellis air force base (50-100 miles east of),On Friday October 1 around 7 in the evening I was driving south and about 50 miles east of Nellis Air Force base.I noticed an bright ob,,11/17/1999,10/1/1999 19:00,3 minutes,180,36.241416,-115.050807,light,nv
665,miami,Red and Green light in the sky.,us,10/19/1999,10/1/1999 20:00,25 sec.,25,25.7738889,-80.1938889,unknown,fl
666,independence,Looked up an saw tiny points of light creating the shape of a Chevron.,us,10/19/1999,10/1/1999 22:05,15 seconds,15,39.0911111,-94.4152778,chevron,mo
667,blankenberge (belgium),upside down V formation of 9 birght lights on high altitude changed to M formation in less than a second,,4/8/2002,10/1/1999 23:00,10 seconds,10,51.312374,3.132768,formation,
995,pearlington,While fishing on the east pearl river which seperates la./ms. north of i10 near stennis we saw a white round light just above the trees,us,12/12/2013,10/12/1982 05:30,20 seconds,20,30.2463889,-89.61111109999999,light,ms
996,pearlington,Round light which was observed going into space with moves and silence that we have never seen before.,us,12/12/2013,10/12/1982 05:30,29 seconds,29,30.2463889,-89.61111109999999,light,ms
997,swansboro,My sister and I observed a disk for about 5 minutes hovering approximately 120 feet away.,us,12/2/2000,10/12/1985 23:45,23:45 - 23:50,300,34.6875,-77.1194444,disk,nc
998,melbourne (vic&#44 australia),Large cigar shaped craft&#44flying sideways&#44over bay&#44toward&#39s our car.,au,9/29/2004,10/12/1988 16:30,15 min&#39s,900,-37.813938,144.963425,cigar,
999,schenectady,I had just picked up my Daugther (2yrs old) from my Mother-in-Laws and was on my way home it was a clear cold crisp day with the leaves,us,4/1/2001,10/12/1994 11:55,a few minutes,120,42.8141667,-73.94,other,ny
1000,monticello,Triangular/chevron small object with fixed lights at corner--very fast moving.,us,10/30/2006,10/12/1994 15:00,1-2 minutes,120,36.8297222,-84.8491667,chevron,ky
1001,okeechobee,close encounter of the fifth kind - detailed information was given via ELF wave and four books written with schematics/drawnings.,us,1/24/2014,10/12/1994 21:00,unknown - hours,120,27.2436111,-80.83,disk,fl
1002,pueblo,3 Triangular craft passed directly overhead.  They were flying in a &quot;V&quot; formation at low altitude. There was no sound. These objects we,us,11/19/1998,10/12/1995 20:30,10 sec.,10,38.2544444,-104.60861109999999,triangle,co
1003,poole (uk/england),UFO Sighted in Poole&#44 Dorset England,gb,3/19/2009,10/12/1997 10:30,1 minute,60,50.716667,-2.0,other,
1004,huntington beach,Sphere chased by Huntington Beach Helocopter,us,10/20/2005,10/12/1997 18:30,20 seconds,20,33.6602778,-117.99833329999998,sphere,ca
1005,white tank mountains,Saw bright light past mountains. Looked at it through binoculars. It was very large. Must have been 18 or 19 miles away. Due to it&#39s si,,1/28/1999,10/12/1997 19:00,20 minutes,1200,33.539166,-112.55841399999998,light,az
1006,kenner (34th st.),two disk like objects passed over me and my mother  objevts seemed to be a couple of thousand feet overhead,us,6/2/1998,10/12/1997 21:51,1:21min,1260,29.9938889,-90.2416667,disk,la
1007,chicago,Me and my friend were driving back from a Cubs game and we saw a red light in the sky it was moving very fast&#44 then stopped&#44 went back,us,9/19/2002,10/12/1997 22:30,5 minutes,300,41.85,-87.65,light,il
1008,franklin,Round green ball-shaped object,us,8/16/2002,10/12/1997 23:00,15 seconds,15,43.4441667,-71.6477778,other,nh
1009,miami twp.,I work as a security officer and during my outside rounds I observed a white light in the northen sky.  The weather was partly cloudy a,,2/16/1999,10/12/1998 02:00,20 min.,1200,39.612875,-84.248952,other,oh
1010,lincoln,3 Lights not as egg shaped but close&#44 thumb nail. Flying in tryangle formation flew over for 7 seconds not to close but not far away. f,us,11/1/1998,10/12/1998 04:00,11 sec,11,40.8,-96.66666670000001,egg,ne
1011,murray,It was a red light in the north west sky. it rose very slowly for about three minetes and then droped down flashing red and white.To sl,us,11/19/1998,10/12/1998 07:00,5 min.,300,40.6669444,-111.88722220000001,light,ut
1012,asheville,A MOVING RED BALL OF LIGHT.,us,4/2/1999,10/12/1998 19:00,30min,1800,35.6008333,-82.5541667,fireball,nc
1013,asheville,Red light moved slowly over Asheville&#44 dogs acted is if they were in pain.,us,5/15/2006,10/12/1998 19:00,40 min,2400,35.6008333,-82.5541667,light,nc
1014,missoula,Some of my friend and I were outside&#44 smoking when something flew over us. It looked like an airplane at first&#44 but it was to big&#44 and,us,11/23/1999,10/12/1999 01:30,1 minute,60,46.8722222,-113.99305559999999,triangle,mt
1015,albany,Two fireballs in northwest sky,us,10/19/1999,10/12/1999 05:11,2min,120,44.6366667,-123.10472220000001,fireball,or
1016,miami,Flock of Silver Ovalish Shaped Disk flying quickly through the daytime sky.,us,10/31/2008,10/12/1999 09:00,2 minutes,120,36.8744444,-94.8772222,oval,ok
1017,jersey,I was on my roof. look up i saw two gray disk like abjects . .no lights just at a dead stop.,,7/5/2008,10/12/1999 10:30,3 min,180,49.214439,-2.13125,disk,nj
1018,breezewood,3 balls of light were in the sky. They were in a triangle formation&#44 I heard that it might have been one ship with three lights.,us,2/27/2000,10/12/1999 12:07,1 hour,3600,39.9991667,-78.2388889,fireball,pa
1019,scottsdale,I witnessed a extremely white bright cigar shaped light in the west/soutwestern sky&#44 low on the horizon. It moved slowly from south to,us,10/19/1999,10/12/1999 17:15,10 minutes,600,33.5091667,-111.89833329999999,cigar,az
1020,palominas (near ft. huachuca),V shaped light pattern but craft was pyrymid shape and demention. Huge size of shopping mall made no sound&#44 escorted by 1/2 hours worth,us,10/19/1999,10/12/1999 20:00,10 minutes,600,31.3797222,-110.1177778,triangle,az
1021,minnesota (central&#44 rural),observed two chevron crafts hovering 225 &amp; 300 feet. aprox. 500 feet from my location. They were directly to my west&#44 and also observed,,10/19/1999,10/12/1999 21:33,90 seconds,90,46.729553,-94.6859,chevron,mn
