,city,comments,country,date posted,datetime,duration (hours/min),duration (seconds),latitude,longitude,shape,state
42821,ada,This was a result of a prayer or telepathic request.  Seti is a load of crap.,us,3/31/2008,5/17/1956 10:22,20 sec,20,34.7744444,-96.6780556,circle,ok
43283,north hollywood,I was four years old. i would visit at my grandmothers house. she lived in north hollywood . i was playing in the front yard when a bal,us,6/2/1998,5/20/1958 24:00,1 week,604800,34.1722222,-118.37805559999998,sphere,ca
44213,rhinebeck,KITE SHAPED OBJECT CHANGED 3 COLORS AND JIGGED UP AND DOWN WHILE FLASHING&#44 VERY&#44 VERY BRIGHT.,us,9/24/2003,5/25/1957 13:00,20 seconds,20,41.9266667,-73.91305559999999,diamond,ny
44371,quincy (rural),Saucer shaped object with lights and a dome seen near Quincy&#44 Il.,us,12/12/2009,5/26/1954 04:30,7 seconds,7,39.9355556,-91.4097222,disk,il
44993,cincinnati,Large saucer shaped craft hanging motionless and silently over Cincinnati. 500 Lights On Object0: Yes,us,3/4/2008,5/30/1959 17:00,60 minutes,3600,39.1619444,-84.4569444,disk,oh
45609,palmer park,I saw a white spherical light zig zaging across the sky leaving a plasma trail at unthinkable speed.,us,4/22/2003,5/5/1958 20:00,15-20 min.,1200,38.9208333,-76.8719444,sphere,md
45610,el sobrante,Bright&#44 yellow/orange circle&#44 10 ft. in diameter&#44 silent&#44 slow moving&#44 5mph&#44 50 ft. above ground-2 minutes&#44 chased &amp; threw rocks at it.,us,3/21/2003,5/5/1959 09:00,2 minutes,120,37.9772222,-122.29416670000002,circle,ca
46002,north hollywood,A visit by a ufo object by a young child in 1958,us,6/12/2007,5/7/1958 10:00,5days,432000,34.1722222,-118.37805559999998,circle,ca
46435,anchorage,Disk encountered operation difficulties and crashed.,us,4/16/2005,6/10/1949 21:00,3 minutes,180,61.2180556,-149.90027780000003,disk,ak
46436,napa,Saw a circular craft approximately 30 foot in diameter.  It was glowing a green/purple rather subdued.  I did not like the color.  It h,us,12/12/2013,6/10/1950 24:00,2 minutes,120,38.2972222,-122.28444440000001,disk,ca
46437,chicago (south suburb),My sighting of two objects in Chicago&#44 IL as a pre-teen in the early 50&#39s,us,5/15/2006,6/10/1952 12:00,10 minutes,600,41.85,-87.65,circle,il
46438,estes park,1953  Estes Park&#44 Colorado  cigar shaped craft floating above pine trees on a ranch,us,7/5/2008,6/10/1954 20:00,3-5 minutes,300,40.3772222,-105.5211111,cigar,co
46439,baldwin park,In 1958&#44 an eleven year old girl sees a cigar shaped saucer hovering near her home.,us,3/11/2003,6/10/1958 12:00,5 minutes,300,34.0852778,-117.96,cigar,ca
46440,monroe,Observed three very high flying  objects fly at unusual maneuvers,us,4/27/2007,6/10/1959 13:00,30  min.,1800,41.9163889,-83.3977778,unknown,mi
46694,cicero,((NUFORC Note:  Probable hoax.  Note date.  PD))  Strange gathering of objects in the sky.,us,5/12/2009,6/11/1920 21:00,1 minute,60,40.1238889,-86.0133333,unknown,in
46695,vancouver (canada),Six year old witness was sitting on front lawn enjoying sun. Opened eyes and turned head to see med grey disklike object hovering over,ca,12/2/2000,6/11/1953 11:00,30 seconds,30,49.25,-123.13333300000001,disk,bc
46696,glenburn,A FLASH OF METALIC LIGHT REFLECTING OF A OBJECT MOVING AT MY GUESS AT 3-4 000MPH,,1/17/2004,6/11/1954 02:00,2- seconds,2,44.916862,-68.84574599999999,unknown,me
46858,wills point,Cigar shaped object moving from West to East,us,4/16/2005,6/1/1910 15:00,2 minutes,120,32.7091667,-96.00805559999999,cigar,tx
46859,ithaca/freeville,Very Large Triangle Shapped Object,,1/19/2005,6/1/1930 22:00,20 mins,1200,42.509167,-76.393804,triangle,ny
46860,abilene,This is a what my mother related to me regarding an experience my grandparents had.  They did not tell anyone for 20 or more years beca,us,2/14/2006,6/1/1931 13:00,30 min. approx.,1800,38.9172222,-97.2136111,disk,ks
46861,waterloo,4 high school students see bright&#44 ground-level&#44 slow moving fireball in the late 1930&#39s,us,2/21/2014,6/1/1939 20:00,5 minutes,300,34.9180556,-88.0641667,fireball,al
46862,ludington (hamlin lake),As a boy some 60 plus years ago I saw a round silver disc in the sky when I looked up from playing with ant hills.,us,10/7/2003,6/1/1941 13:00,30 seconds,30,43.9552778,-86.4525,disk,mi
46863,hapeville,bright object approchjng Venus&#44 1940&#39s,us,8/7/2007,6/1/1942 22:30,2-3 min,180,33.66,-84.41027779999999,unknown,ga
46864,nebraska,My 94 yr. old grandmother&#44 ((deleted)) described to me an encounter that occured in nebraska in about 1943. She was driv,,12/2/2000,6/1/1943 15:00,10-20 min,1200,41.492537,-99.901813,disk,ne
46865,norfolk/sizewell (uk/england),observing  mans warfare,,8/20/2001,6/1/1943 19:00,10 minutes,600,36.850769,-76.285873,cigar,
46866,los alamos,Disk hovers over Los Alamos during the development of the atomic bombs; pursued by planes.,us,5/12/2009,6/1/1944 12:00,1+ hour,3600,35.8880556,-106.3063889,disk,nm
46867,penuela (puerto rico),This happened when I was 8-years old in Penuela&#44 Puerto Rico.  Around 7:00 pm I was outside playing alone.  I heard a sound of bees buz,,12/12/2009,6/1/1944 19:00,60 seconds,60,18.864641,-96.892883,circle,
46868,salinas afb,ufos belong to the US Air Force,,1/5/2011,6/1/1945 12:00,30 minutes,1800,36.760693,-121.765735,disk,ca
46869,jasper,I belived it would be to our best Intrest to check this out .,us,11/21/2010,6/1/1945 13:30,5minute,300,30.5180556,-82.9483333,fireball,fl
46870,cleveland,It was about 2:15 in the morning when my wife woke me from a deep sleep and began to complain of stomach problems. As I was getting out,us,4/28/2001,6/1/1947 02:30,about three hours,300,41.4994444,-81.69555559999999,light,oh
46871,espanola (outside of),Saucer shaped object  about  ten feet in diam.,us,8/30/2013,6/1/1947 17:00,5 minutes,300,35.9911111,-106.08,circle,nm
46872,oroville,I was only six&#44 but I was playing jacks in front of my home&#44 I looked up at the ball&#44 and there they were..no noise..I know now&#44 they w,us,12/2/2000,6/1/1947 18:00,1 minute,60,39.5138889,-121.5552778,,ca
46873,minden,High altitude sighting in 1947,us,2/18/2001,6/1/1947 24:00,10 seconds,10,32.6152778,-93.2866667,unknown,la
46874,napan (canada),while working on the farm they noticed a cube shape object (tumbling) by about the same speed as a plane but much lower.It was the size,,3/19/2002,6/1/1948 24:00,20 sec,20,47.006174,-65.42088000000001,rectangle,nb
46875,mexicali (mexico),Large disk observed by townspeople in large Mexican city,,12/16/2005,6/1/1950 12:00,1 minute,60,32.624539,-115.452262,disk,
46876,philadelphia,Childhood sighting of disk witnessed by mother and sons.,us,6/12/2008,6/1/1950 16:00,ten minutes or less,600,32.7713889,-89.1166667,disk,ms
46877,pittsburgh,One larger white object &amp; 2 smaller round white objects.,us,2/14/2006,6/1/1950 20:00,20/25 minutes,1500,40.4405556,-79.9961111,oval,pa
46878,brandon (canada),Circular Craft and Man in Black Sighted in Summer of 1951 at Brandon&#44 Manitoba&#44 Canada,ca,2/18/2001,6/1/1951 07:00,30 minutes,1800,49.833333,-99.95,disk,mb
46879,oklahoma (northeastern part; in-flight sighting),Observed cigar-shaped object flying next to commercial airliner for 5 minutes&#44 pilot commenting on it.,,12/16/2005,6/1/1951 19:00,5 minutes,300,35.46756,-97.516428,cigar,ok
46880,dousman,Silver monkeys that were about 3-4 feet tall.,us,3/31/2008,6/1/1952 11:00,10 seconds,10,43.0141667,-88.4725,,wi
46881,linlithgow (west  lothian) (uk/scotland),It was about my lunch time i looked up to see the town clock as i passed almost dircetly overhead i observed a flying disk&#44 circular&#44 s,gb,12/2/2000,6/1/1952 12:00,2 mins.,120,55.889082,-3.5694190000000003,circle,
46882,norfolk/newport news (aboard ferry boat between),Best recall as a SUnday night.  From east side of ferry boat spotted string of brilliant red balls that apeared to be diving into the s,,2/16/2000,6/1/1952 22:00,10 seconds,10,36.884735,-76.299024,fireball,va
46883,fresno,i  seem to  be the only one of  my  siblings  to  recall this event.i  do not  understand  why  this  is. 500 Lights On Object0: Ye,us,3/31/2008,6/1/1953 21:00,5 minutes,300,36.7477778,-119.77138889999999,,ca
46884,houston,I fulfilled my duty by passing on an unusual accourance,us,6/12/2008,6/1/1954 00:00,2-3 minutes,180,29.7630556,-95.3630556,disk,tx
46885,ovid,I saw two silver/gray objects of different shapes.,us,12/5/2001,6/1/1954 06:00,10 min.,600,42.6763889,-76.8233333,disk,ny
46886,springfield (rural area near),This happened many years ago when I was a child.  Object&#44 3&#39 long&#44 crystal type cylinder&#44 pinkish color came in fast from the East and,us,12/2/2000,6/1/1954 08:00,5-10 mins.,600,39.8016667,-89.64361109999999,cylinder,il
46887,el cerrito,It was a Sunday evening and must have been in November of Decemberme to Berkeley because it was dark and I needed to be in Berkeley for,us,8/5/2001,6/1/1954 19:00,5 minutes,300,37.9158333,-122.31055559999999,light,ca
46888,toledo,SEE ABOVE,us,8/5/2001,6/1/1954 19:00,one minutue,60,41.6638889,-83.5552778,disk,oh
46889,norfolk/nob,bright white like full moon&#44s slightly tilted crossed over our ship from west to east not at high rate of speed  clear night  none of t,,11/23/1999,6/1/1954 20:00,10 -15 seconds,15,38.393797,-78.12990699999999,disk,va
46890,philadelphia,They Are Our Brothers,us,12/2/2000,6/1/1954 20:00,seconds,2,39.9522222,-75.1641667,disk,pa
46891,fish canyon,Helix flight pattern at zenith,,6/2/1998,6/1/1954 23:00,1 minute,60,34.157229,-117.923952,light,ca
46892,ramey air force base (puerto rico),Coming out of mess hall&#44 I saw A circular&#44 sharp edged&#44 without other features object over the ocean&#44 in line with the runway at a SAC,,2/16/2000,6/1/1954 24:00,10 minutes,600,38.738308,-93.57302800000001,circle,pr
46893,bagley,I was 5 years old at the time&#44 family of 4 told they would remember nothing. I managed to break free of the (mind) control just before,us,5/24/1999,6/1/1955 02:00,2 hours,7200,47.5216667,-95.39805559999999,circle,mn
46894,cincinnati,June 1955.  Bronze saucer/cylindrical craft; approx. 3:30 p.m.&#44 no life form sited.,us,6/18/2003,6/1/1955 15:29,approx. 1-1/2 min,120,39.1619444,-84.4569444,disk,oh
46895,martinez (outskirts),We observed a large object aprox.size &quot;football field or larger&quot; aproach us 45mph make 90 degree turn. color &quot;red glowing ember&quot;.2000 f,us,2/16/2000,6/1/1955 17:00,30 minutes,1800,38.0194444,-122.13305559999999,circle,ca
46896,clinton,Egg shaped craft landed on lonly country road&#44 seen by a family of five.,us,5/14/2002,6/1/1955 20:30,5 or  6 minutes,360,36.1033333,-84.1319444,egg,tn
46897,belton,THE EVENT WAS A PERSONAL CONTACT WITH AN ALIEN. SINCE I WAS ABOUT 6 YEARS OLD AND IT HAS BEEN A LONG TIME FORGIVE ME ANY DESCREPANCIES,us,1/28/1999,6/1/1956 19:00,10min.,600,38.8119444,-94.5316667,other,mo
46898,memphis,Object was glowing dull orange bent cylinder. Hovered noiselessly over RR tracks for a time&#44 then took off straight up.,us,1/28/1999,6/1/1956 20:00,10-15 min.?,900,35.1494444,-90.04888890000001,cylinder,tn
46899,el paso,The UFO did not make any sounds.  The craft&#39s disappearance from the sky was like a blurr.,us,7/26/2002,6/1/1957 10:00,5 to 7 seconds,7,31.7586111,-106.4863889,disk,tx
46900,london (uk/england),On a Friday night in November 1957&#44 during the showing of Wells Fargo on the T.V.&#44 my Grandfather came in to say that there was a Flyin,gb,1/22/2000,6/1/1957 19:50,10 min,600,51.514125,-0.093689,,
46901,glens falls,there was no mistakeing what i was looking at it was up close and they traveled very slowly,us,12/2/2000,6/1/1957 20:00,3or4min,240,43.3094444,-73.6444444,disk,ny
46902,irving,tryangle over tx,us,1/21/2008,6/1/1957 22:00,5minutes,300,32.8138889,-96.9486111,light,tx
46903,union bower are irving,tryangle over tx,,11/28/2007,6/1/1957 24:00,30 minutes,1800,32.814018,-96.948894,formation,tx
46904,middlesex,white glowing lights,us,3/11/2006,6/1/1958 02:00,1 hour,3600,35.79,-78.2041667,circle,nc
46905,san francisco,A low flying huge silver flying saucer positions itself over home in San Francisco in 1958.,us,10/31/2003,6/1/1958 19:00,2 minutes,120,37.775,-122.41833329999999,oval,ca
46906,new york city (bronx),7 brightly illuminated elliptical discs racing uniformly across the night sky were seen moving NNW to SSE equally spaced apart.,us,4/16/2005,6/1/1958 21:00,10 seconds,10,40.7141667,-74.0063889,oval,ny
46907,timpson,Round lights&#44blMulticolored lights moving in circles on and around reswidence,us,12/20/2000,6/1/1958 22:00,1hour 30 min,5400,31.9036111,-94.395,light,tx
46908,grand island,Hovering craft 60-75&#39 over roadway,us,2/22/2002,6/1/1958 22:30,2-3 min.,180,40.925,-98.3416667,circle,ne
46909,wabash river (on),Metallic object up close,,2/14/2008,6/1/1959 08:00,15 minutes,900,37.824151,-88.03204000000001,circle,in
46910,orange,Sighted craft and transport of object to the ground,us,3/19/2009,6/1/1959 12:00,1 hour?,3600,41.2783333,-73.0261111,cylinder,ct
46911,sidney,Saw a bright light shining down.  Pulled over to the side of I75 and watched it about 5 min. before it took off very quickly heading ea,us,4/27/2007,6/1/1959 18:30,5 minutes,300,40.2841667,-84.1555556,light,oh
46912,nelson,this was told to me from the man who seen the object. it was after a softball game in the summer of 1959. he was in the country going h,us,2/24/2001,6/1/1959 22:00,5 to 10 min,600,40.2016667,-98.0675,cigar,ne
47998,budapest (hungary),The &#39object&#39 made an extremely high speed turn which would be impossible with our traditional thechnology even today.,,1/31/2004,6/12/1950 10:30,1min,60,47.497912,19.040235,circle,
48184,oakmont,a very brillant blue-white object coming towards us lowering above us and hovering over us a few minutes before shooting straight up,us,3/2/2004,6/13/1947 20:18,approx.10 min.,600,40.5216667,-79.8425,unknown,pa
48185,fortville (2-3 mi. n. of&#44 state road 13),3 saucer-shaped objects flying fast (with wobbling motion) from N. to S. at a medium-high altitude--no sound&#44 no trails&#44 only silence.,,11/8/2003,6/13/1952 07:30,18-20 sec.,20,39.932263,-85.848035,disk,in
48360,livermore falls,A recalled childhood event,us,2/4/2013,6/14/1957 10:00,3-5 minutes,300,44.4752778,-70.18861109999999,diamond,me
48568,hubbard,It had a bluish tint with what looked like a candle light in the center traveling slowly south.,us,4/16/2005,6/15/1937 24:00,10 seconds,10,45.1825,-122.80666670000001,cylinder,or
48569,burnaby (canada),I was six at the time&#44My mother and brother saw them as well. They were not moving&#44just stayed cloce to a cloud after which they starte,ca,11/2/2004,6/15/1946 14:00,15 min,900,49.25,-122.95,cigar,bc
48570,winona (aprox.20 mi.north west of),2 unmoving round objets side my side like eyes streight overhead above the fiew clouds that drifted under them.,us,4/2/1999,6/15/1947 10:00,15 sec,15,44.05,-91.6391667,disk,mn
48571,gackle,Alien hawk sighted in North Dakota,us,12/3/2004,6/15/1947 14:00,aprox. 1 hour,3600,46.6258333,-99.1416667,other,nd
48572,madison,Three  disks appear in the West&#44 stop at zenith&#44 and proceed Eastward a rapid rate of speed.,us,3/19/2002,6/15/1947 18:00,2-3 min.,180,43.0730556,-89.4011111,disk,wi
48573,borger,Dull silver disk flying west at incredible speed making no sound above swimmers in pool.,us,2/14/2008,6/15/1948 16:00,8-10 seconds,10,35.6677778,-101.3969444,disk,tx
48574,grosse pointe park,1951-52  Grosse Pointe&#44 MI. Three saucer shaped objects entering into a large oval shapped object.,us,11/28/2007,6/15/1950 13:00,10 minutes,600,42.3758333,-82.9375,oval,mi
48575,bonifay (near),The objects were discs&#44 white&#44 and I estimate were moving around 100 mph in a southerly direction.,us,1/12/2012,6/15/1950 20:00,10 seconds,10,30.7916667,-85.6797222,disk,fl
48576,greenville,Sighting of white lights in evening sky west of Greenville MS circa 1951.,us,2/14/2006,6/15/1951 20:30,5 minutes,300,33.41,-91.0616667,disk,ms
48577,jacksonville,extremely fast triangle shape object with one light on rear comes to a sudden stop&#44 then seems to shoot out of sight,us,9/13/2002,6/15/1952 21:00,30 seconds,30,30.3319444,-81.6558333,triangle,fl
48578,maywood,7 balls of *orange moon* lights in 2 V formations observed for 3 to 5 minutes until all sped off in 7 differen directions,us,6/9/2009,6/15/1952 23:00,3 to 5 minutes,300,33.9866667,-118.18444440000002,circle,ca
48579,luke airforce base,This was in the summer of 1951 or 1952&#44 not sure&#44 went to Litchfield Park&#44 Arizona every summer to visit a girl friend&#44 and we went to,,4/27/2004,6/15/1952 24:00,15 min,900,33.536096,-112.38190300000001,egg,az
48580,piedra blanka (los padres national forest),I was camping with my school at Piedra Blanka in Los Padres National Forest. We all slept in sleeping bags jus out under the stars. No,,1/11/2002,6/15/1952 24:00,10minutes,600,-28.450537,-65.791539,cigar,ca
48581,timmins (canada),1952 disks and missing time,ca,10/31/2003,6/15/1952 24:00,hours,600,48.466667,-81.333333,disk,on
48582,wenatchee,round&#44 silver-colored&#44 shiny&#44 saucer-shaped object flew at a high rate of speed horizon to horizon - taking about 45 seconds,us,1/17/2004,6/15/1953 12:00,45 seconds,45,47.4236111,-120.30916670000002,disk,wa
48583,north bend,My cousin and I who were children at the time&#44 watched a round&#44 smooth&#44 silent object which had a pinkish glow&#44 come across his field f,us,9/26/1998,6/15/1953 18:00,2 minutes,120,47.4958333,-121.78555559999998,circle,wa
48584,roswell,My oldest sister was born at Walker AFB (Roswell) NM in 1952&#44 I was born there as well in 1954.  My Dad&#44 now deceased&#44 was an Air Force,us,2/18/2001,6/15/1953 24:00,4 hours,14400,33.3941667,-104.5225,,nm
48585,claymont,It was just before noon on a warm sunny  June day&#44 I was 16 yrs old. Riding in the car with my brother-inlaw driving&#44 my sister riding,us,11/8/2003,6/15/1954 11:45,10 secs,10,39.8005556,-75.46,disk,de
48586,ellington afb,Radar site-200mi range @Ellington AFB-Radar op observed an unidentified object  coming in from NW at a high rate of speed-Abt 8 of us w,,2/14/2006,6/15/1954 16:30,12 min.,720,29.6007,-95.176952,disk,tx
48587,missouri (northwest part),I will never forget this this experience. The light is burnt into my memory liked it happened only this morning. I am now 54 years old.,,3/21/2003,6/15/1955 04:30,5 min,300,37.964253,-91.83183299999999,light,mo
48588,youngstown,In Retrospect...I definately saw a UFO&#33,us,4/16/2005,6/15/1955 08:00,1 min. (est.),60,40.2797222,-79.36583329999999,,pa
48589,daytona beach,Three fireballs moved slowly along the beach&#44 then suddenly accelerated and flew straight up into the night sky and disappeared.,us,4/16/2005,6/15/1955 21:00,2 minutes,120,29.2105556,-81.02305559999999,fireball,fl
48590,south st. paul,Peter: you&quot;ll have to call me for the whole story. it will take too long to write it down. I do not know that muc,,1/5/2011,6/15/1955 24:00,5 hours,18000,44.87598,-93.02758,disk,mn
48591,san francisco,I saw a football shaped&#44 silver metalic object&#44very high&#44going very fast.,us,4/15/2000,6/15/1956 12:15,2-3 min,180,37.775,-122.41833329999999,other,ca
48592,palo alto,Fireball landing&#44 and when inspection attempted&#44 retreating.,us,4/18/2012,6/15/1956 18:00,5 to 10 minutes,600,37.4419444,-122.14194440000001,fireball,ca
48593,richfield springs,SIX CIGAR SHAPED UFO&#39S OVER UPSTATE NEW YORK LAKE IN 1956/57.,us,10/15/2003,6/15/1956 18:00,2 min. aprox.,120,42.8533333,-74.9858333,cigar,ny
48594,vista,bright orange cigar shaped craft&#44 at least 3 miles long&#44 1/2 mile wide.,us,7/16/2003,6/15/1956 19:15,15-20 minutes,1200,33.2,-117.24166670000001,cigar,ca
48595,farragut,Cigar shaped craft seen in Farragut&#44 TN community,us,2/1/2007,6/15/1956 20:00,~10 min,600,35.8844444,-84.15361109999999,cigar,tn
48596,tulsa,Mysterous Flash seen over Tulsa and as far as Dallas and Kansas City&#33,us,7/26/2002,6/15/1956 20:00,3 to 5 mins.,300,36.1538889,-95.9925,flash,ok
48597,salem,We walked out side during supper&#44 woke up standing in the back yard&#44 then I saw 5 of them  watching me.,us,7/4/2012,6/15/1956 20:32,1:08,68,39.5716667,-75.4675,disk,nj
48598,new york city (queens),I looked into the darkened sky  and observed a light source that was moving in a circular motion.,us,9/2/2005,6/15/1956 21:00,1 minute,60,40.7141667,-74.0063889,light,ny
48599,atlantic ocean (bermuda),,,3/19/2002,6/15/1957 02:30,minutes,120,-14.599413,-28.673146999999997,,
48600,hartford city,flying sausers are as real as real gets,us,6/20/2005,6/15/1957 13:00,5 minutes,300,40.4511111,-85.37,disk,in
48601,walled lake,The glowing object was there one second and in a flash vanished.,us,1/19/2005,6/15/1957 23:30,30 minutes,1800,42.5377778,-83.48111109999999,cylinder,mi
48602,yonkers,venus&#39 dark side...,us,9/2/2005,6/15/1958 15:00,14 seconds,14,40.9311111,-73.8991667,light,ny
48603,menlo park,Saw noisless&#44 extremely-low clear light slowly cruise past us and over hills&#44 where &quot;encountered&quot; and newspaper-reported.,us,4/18/2012,6/15/1958 19:15,5-10 minutes,600,37.4538889,-122.18111110000001,light,ca
48604,houston,Observed disk while driving. We stopped&#44 got out and stood watching disk as it stopped directly over us. No sound or other disturbance.,us,1/28/1999,6/15/1958 20:00,45 mins,2700,29.7630556,-95.3630556,disk,tx
48605,oklahoma (rural),In the summer of 1958 I was in far eastern Oklahoma with a small troop of Boy Scouts and a Scout Master. We were camped on the banks of,,9/1/2004,6/15/1958 22:00,1:20,80,35.46756,-97.516428,light,ok
48606,pawnee,I watched two Star like objects in the Eastern night sky with a smaller one moving between the two.,us,2/10/2012,6/15/1958 23:00,30 min.,1800,36.3377778,-96.8036111,light,ok
48607,mountain view,Mountain View&#44 Mo. 1960&#39s Lights with tails.,us,11/9/2002,6/15/1958 24:00,2 hours ?,7200,36.9952778,-91.70361109999999,other,mo
48608,missoula (event at superior),Twenty nights of stalking&#44 apparent abduction attempts by Grey &quot;alien&quot; creatures&#44 1959.,us,6/6/2000,6/15/1959 01:00,20 consec nights,20,46.8722222,-113.99305559999999,unknown,mt
48609,minneapolis,Silver Bullet,us,12/16/2005,6/15/1959 08:30,30seconds,30,44.98,-93.26361109999999,other,mn
48610,campbell,3 glowing disc shaped objects,us,2/24/2007,6/15/1959 10:00,10 to 12 min.,720,37.2872222,-121.9488889,disk,ca
48611,pr&iacute;ncipe (havana) (cuba),42 years ago and I don&#39t remember about the detalis below; maybe some were present.,,10/12/2001,6/15/1959 11:15,less than minute,60,1.613938,7.405692999999999,disk,
49474,cincinnati,glass like&#44you could see threw&#44craft was 20 feet in front of me&#44as i stepped closer&#44 a ramp out of the side of the craft opened up and,us,4/13/2010,6/16/1956 13:00,six hours,1200,39.1619444,-84.4569444,disk,oh
49657,galveston,It had been my habit before I opened my place of business each morning to do my early morning fishing. This one particular morning I ha,us,8/5/2001,6/17/1953 07:30,3 minutes,180,29.3011111,-94.7975,cigar,tx
49658,rantoul,We had fallen out to the parking lot awaiting marching orders to go to (chow) it was still dark and we saw a light approaching from the,us,8/5/2001,6/17/1955 07:00,10 minutes,600,40.3083333,-88.1558333,light,il
50033,san leandro,The night of Sputnik&#44 a drag race in the sky of 5+ objects stole the show for us.,us,4/16/2005,6/19/1957 21:00,1.5 minutes or so,90,37.725,-122.155,light,ca
50248,hayward,We where very close to five bright gold saucers for approx. twenty minutes.,us,9/9/2013,6/20/1947 12:00,30 minutes,1800,37.6688889,-122.0797222,circle,ca
50249,booneville,Youngster observes shiny disc-shaped craft,us,7/23/2000,6/20/1950 10:00,4 sec,4,34.6580556,-88.5666667,disk,ms
50250,galveston,Large orange-red  lowering &quot;Moon&quot; object,us,10/30/2006,6/20/1950 17:00,5 to 10 minutes,600,29.3011111,-94.7975,sphere,tx
50571,lansing (few miles northwest of&#44 in the country),It was like a star that moved&#44 it was 1952 before there was any space traffic or objects and was not an aircraft.,us,1/17/2004,6/21/1952 22:00,sew seconds,2,42.7325,-84.5555556,other,mi
50572,norwalk,It was hovering about 20 feet from the ground and hovered for about 8 minutes.,us,7/15/2005,6/21/1957 19:30,8 minutes,480,33.9022222,-118.08083329999998,disk,ca
50942,chester,My parents &amp; I &amp; my brother were walking to a resturant &amp; we saw 4 flying objects flying in formation.  My father called out to two wom,us,3/17/2004,6/22/1952 17:45,5 min.,300,39.8494444,-75.35611109999999,oval,pa
51164,lorton,My Mother heard what she believed was a UFO.,us,11/8/2003,6/23/1954 02:00,minutes,120,38.7041667,-77.2280556,other,va
51165,langley air force base,Object appearing larger than a full moon hovering over hangers moved at varying speeds and made 90 and 180-degree turns.,,3/16/2000,6/23/1954 23:00,30 minutes,1800,37.083507,-76.359224,circle,va
51166,beach haven park,3 women hanging clothes saw a UFO come down over bay&#44 hover for 30 sec.&#44then take off so fast it seemed to disappear.,us,1/28/1999,6/23/1955 07:00,1 minute,60,39.5975,-74.2130556,disk,nj
51167,minneapolis,Flying while in the Marine Corps in a AD Skuraider &amp; with a wing man&#44 at apprx 6&#44000 ft observed Four Red cly objects estimating at 20&#44,us,1/17/2004,6/23/1959 22:00,2 hrs,7200,44.98,-93.26361109999999,formation,mn
51401,madera,Half spherical object with portholes on the side.  Mid 1950&#39s in Central California.  Day time.,us,7/4/2012,6/24/1956 14:00,2 minutes,120,36.9613889,-120.05972220000001,sphere,ca
51614,thrifty,6-25-1954&#44 Red circle of light in Thrifty&#44 Texas.  USA.,us,3/21/2014,6/25/1954 03:30,45 seconds,45,31.8108333,-99.1316667,circle,tx
52205,globe,Rectangular shape consisting of what resembled plumbing joints connecting the four sides together hovered above us and shot straight up,us,9/2/2005,6/28/1959 13:00,5 minutes,300,33.3941667,-110.7858333,rectangle,az
52588,belton,Dark red arched acrossed southern sky at dusk in summer of 1939.,us,4/27/2004,6/30/1939 20:00,10 seconds,10,34.5227778,-82.4944444,sphere,sc
52589,ft. duschene (near),Woman&#44 20s&#44 sees round object near Ft. Duchesne&#44 UT,,5/15/2013,6/30/1944 10:00,10 minutes,600,40.288016,-109.85458999999999,disk,ut
52590,blairsden,Looked up and saw sphere or disk 30-50 feet in diameter which was white or pale green in color.,us,1/21/2008,6/30/1946 19:00,10 seconds,10,39.7811111,-120.6155556,sphere,ca
52591,index,Greenish fireball flying nearly horizontal and Greyish figure 1-2 Mo. later,us,1/10/2009,6/30/1946 21:00,30 sec,30,47.8208333,-121.55388889999999,fireball,wa
52592,baltimore,I wasn&#39t the only saw them,us,10/27/2004,6/30/1947 18:00,8 sec,8,39.2902778,-76.6125,oval,md
52593,baltimore,Two UFO&quot;S  in flight over Baltimore leaving trails no sound that influence me.,us,4/14/2009,6/30/1948 00:00,8 sec,8,39.2902778,-76.6125,oval,md
52594,knoxville,We saw a small object the size of a car shaped like a jet that hovered near the ground in 1949 or 1950.,us,3/18/2014,6/30/1949 15:00,~15 minutes,900,35.9605556,-83.9208333,other,tn
52595,lac du flambeau,saucer like disc submerging from waters&#44 disapears instantaneously&#44 water boils before submerging.,us,3/19/2009,6/30/1950 16:00,30 seconds,30,45.9697222,-89.8919444,disk,wi
52596,florence (??),Possible ufo in a western movie.  (NUFORC Note:  &quot;Rio Grande&#44&quot; with John Wayne.  Reported to NUFORC before.  PD)),us,1/21/2008,6/30/1950 17:30,2-3 seconds,3,38.3902778,-105.11805559999999,disk,co
52597,florence (??)),The move classic Rio Grand &#44 in the sean between John Wayne and Ohair where he gives her flowers UFO moves in from uper left to right b,us,1/21/2008,6/30/1950 17:30,.5 sec,0.5,38.3902778,-105.11805559999999,light,co
52598,jackson heights,While watching a movie &quot;Captain Horatio Hornblower&quot;&#44 the HMS Southerland in a battle with a French castle and four French ships&#44(about,us,12/12/2009,6/30/1951 07:00,5 seconds,5,40.7555556,-73.8858333,disk,ny
52599,birmingham,I was suddenly aware of most of the sky being filled with a white light. No sound. It moved away quickly (one to three seconds) with no,us,10/30/2006,6/30/1951 19:00,3 seconds,3,33.5205556,-86.8025,unknown,al
52600,pecos,West Texas to Carlsbad NM,us,3/19/2009,6/30/1952 03:00,1-2hrs,7200,31.4227778,-103.4927778,disk,tx
52601,new york city (bronx),We were flying kites on the roof when someone yelled look at that.A disk was(approx.the size of a dime at arms length) was sitting in t,us,1/12/2012,6/30/1952 13:00,1 minute,60,40.7141667,-74.0063889,disk,ny
